OID_,FIRE_ID,FIRE_TYPE,IG_DATE,LATITUDE,LONGITUDE,ACRES,US_L4CODE,ECO_US_ID,SECTION
15,NV3809511410120120601,Wildfire,6/1/2012 0:00:00,38.134000000000000,-114.051000000000002,5603.000000000000000,13d,34,Southeastern Great Basin Section
16,NM3410510358020120602,Wildfire,6/2/2012 0:00:00,34.085999999999999,-103.572999999999993,2621.000000000000000,25i,76,Texas High Plains Section
17,UT3823111150520120605,Wildfire,6/3/2012 0:00:00,38.244999999999997,-111.497000000000000,2062.000000000000000,19e,165,Utah High Plateaus and Mountains Section
18,ID4256411501620120603,Wildfire,6/3/2012 0:00:00,42.539999999999999,-115.052000000000007,6436.000000000000000,80a,27,Owyhee Uplands Section
19,WY4218410537620120603,Wildfire,6/4/2012 0:00:00,42.177000000000000,-105.367999999999995,8567.000000000000000,21c,59,Northern Parks and Ranges Section
20,CO4080510828320120604,Wildfire,6/4/2012 0:00:00,40.921999999999997,-108.341999999999999,1356.000000000000000,18e,46,Greater Green River Basin Section
21,UT3797611156320120604,Wildfire,6/4/2012 0:00:00,37.978000000000002,-111.543999999999997,1336.000000000000000,19e,165,Utah High Plateaus and Mountains Section
22,NM3341910582920120604,Wildfire,6/4/2012 0:00:00,33.445000000000000,-105.742999999999995,37935.000000000000000,23f,38,Basin and Range Section
23,ID4317811560420120604,Wildfire,6/4/2012 0:00:00,43.139000000000003,-115.543000000000006,6241.000000000000000,12h,27,Owyhee Uplands Section
24,FL2785808134920120604,Wildfire,6/4/2012 0:00:00,27.858000000000001,-81.322999999999993,744.000000000000000,75d,99,"Coastal Plains and Flatwoods, Lower Section"
25,WY4407610434920120605,Wildfire,6/5/2012 0:00:00,44.093000000000004,-104.353999999999999,1694.000000000000000,17a,62,Northwestern Great Plains Section
26,UT3845911206020120605,Wildfire,6/5/2012 0:00:00,38.488999999999997,-112.016999999999996,1552.000000000000000,19e,49,Bonneville Basin Section
27,MT4651510773320120605,Wildfire,6/5/2012 0:00:00,46.530000000000001,-107.769000000000005,1272.000000000000000,43p,61,Powder River Basin Section
28,ID4325711609020120607,Wildfire,6/7/2012 0:00:00,43.261000000000003,-116.108999999999995,1075.000000000000000,12h,27,Owyhee Uplands Section
29,TX2957509453720120608,Wildfire,6/8/2012 0:00:00,29.577000000000002,-94.545000000000002,1122.000000000000000,34g,167,Eastern Gulf Prairies and Marshes Section
30,WY4229810478320120609,Wildfire,6/9/2012 0:00:00,42.293999999999997,-104.769999999999996,2529.000000000000000,25f,62,Northwestern Great Plains Section
31,CO4058910540420120609,Wildfire,6/9/2012 0:00:00,40.658000000000001,-105.356999999999999,90769.000000000000000,21c,59,Northern Parks and Ranges Section
32,AZ3324911108620120610,Wildfire,6/10/2012 0:00:00,33.253999999999998,-111.067999999999998,2835.000000000000000,23h,37,Tonto Transition Section
33,NV3967911463320120612,Wildfire,6/12/2012 0:00:00,39.613999999999997,-114.584999999999994,11652.000000000000000,13q,50,Northeastern Great Basin Section
34,FL2856108089320120223,Wildfire,2/23/2012 0:00:00,28.568999999999999,-80.896000000000001,1562.000000000000000,75d,158,Florida Coastal Lowlands (Eastern) Section
35,TX3640110222320120225,Wildfire,2/25/2012 0:00:00,36.421999999999997,-102.206000000000003,1263.000000000000000,25e,166,Southern High Plains Section
36,SD4357810084420120225,Wildfire,2/25/2012 0:00:00,43.603000000000002,-100.837000000000003,4599.000000000000000,43f,62,Northwestern Great Plains Section
37,OK3621509615120120226,Wildfire,2/26/2012 0:00:00,36.212000000000003,-96.168999999999997,1761.000000000000000,29a,89,Flint Hills Section
38,NC3522208417320120226,Wildfire,2/26/2012 0:00:00,35.220999999999997,-84.171000000000006,745.000000000000000,66g,122,Blue Ridge Mountains Section
39,MO3781009282520120302,Wildfire,3/2/2012 0:00:00,37.784999999999997,-92.802999999999997,2883.000000000000000,39e,106,Ozark Highlands Section
40,MO3745909046820120302,Wildfire,3/2/2012 0:00:00,37.460000000000001,-90.469999999999999,614.000000000000000,39f,106,Ozark Highlands Section
41,OK3581809595220120303,Wildfire,3/3/2012 0:00:00,35.805000000000000,-95.950000000000003,4080.000000000000000,29a,162,Cross Timbers and Prairie Section
42,OK3574109645020120304,Wildfire,3/4/2012 0:00:00,35.740000000000002,-96.435000000000002,1380.000000000000000,29a,162,Cross Timbers and Prairie Section
43,OK3496809505120120304,Wildfire,3/4/2012 0:00:00,34.965000000000003,-95.036000000000001,1591.000000000000000,37a,91,Arkansas Valley Section
44,MS3475108905520120306,Wildfire,3/6/2012 0:00:00,34.761000000000003,-89.061000000000007,573.000000000000000,65e,98,"Coastal Plains, Middle Section"
45,NC3410107825120120308,Wildfire,3/8/2012 0:00:00,34.116000000000000,-78.284000000000006,558.000000000000000,63c,121,Atlantic Coastal Flatlands Section
46,NE4268309789120120310,Wildfire,3/10/2012 0:00:00,42.789000000000001,-97.875000000000000,1649.000000000000000,47k,67,Western Glaciated Plains Section
47,MT4858910949320120313,Wildfire,3/13/2012 0:00:00,48.585999999999999,-109.530000000000001,3179.000000000000000,42j,23,Northwestern Glaciated Plains Section
48,SC3382208078720120313,Wildfire,3/13/2012 0:00:00,33.826000000000001,-80.789000000000001,972.000000000000000,65p,99,"Coastal Plains and Flatwoods, Lower Section"
49,AZ3328910997820120316,Wildfire,3/16/2012 0:00:00,33.283999999999999,-109.956999999999994,2011.000000000000000,79e,36,Sonoran Mojave Desert Section
50,MN4680409347520120317,Wildfire,3/17/2012 0:00:00,46.804000000000002,-93.459000000000003,823.000000000000000,50o,110,Northern Minnesota Drift & Lake Plains Section
51,MN4891109679920120321,Wildfire,3/21/2012 0:00:00,48.914000000000001,-96.805000000000007,1286.000000000000000,48b,65,Red River Valley Section
52,SD4461210303320120326,Wildfire,3/26/2012 0:00:00,44.609999999999999,-103.006000000000000,1415.000000000000000,43k,62,Northwestern Great Plains Section
53,CO3943610521720120326,Wildfire,3/26/2012 0:00:00,39.450000000000003,-105.191000000000003,3436.000000000000000,21c,59,Northern Parks and Ranges Section
54,FL2996108535820120326,Wildfire,3/26/2012 0:00:00,29.965000000000000,-85.340000000000003,692.000000000000000,75a,100,Florida Coastal Lowlands (Western) Section
55,MO3680909113820120327,Wildfire,3/27/2012 0:00:00,36.859999999999999,-91.144000000000005,12818.000000000000000,39h,106,Ozark Highlands Section
56,MT4765110995820120329,Wildfire,3/29/2012 0:00:00,47.652999999999999,-109.978999999999999,1220.000000000000000,42o,23,Northwestern Glaciated Plains Section
57,MT4839710981420120330,Wildfire,3/30/2012 0:00:00,48.398000000000003,-109.799999999999997,1524.000000000000000,42j,23,Northwestern Glaciated Plains Section
58,MN4712909591820120401,Wildfire,4/1/2012 0:00:00,47.130000000000003,-95.939999999999998,1413.000000000000000,48d,65,Red River Valley Section
59,FL2615908147820120404,Wildfire,4/4/2012 0:00:00,26.164999999999999,-81.463999999999999,801.000000000000000,76b,101,Everglades Section
60,FL3054908246520120405,Wildfire,4/5/2012 0:00:00,30.509000000000000,-82.457999999999998,35440.000000000000000,75g,99,"Coastal Plains and Flatwoods, Lower Section"
61,MN4704809595220120406,Wildfire,4/6/2012 0:00:00,47.029000000000003,-95.959000000000003,773.000000000000000,48d,65,Red River Valley Section
62,VA3763008006320120407,Wildfire,4/7/2012 0:00:00,37.613000000000000,-80.099000000000004,7244.000000000000000,67h,132,Northern Ridge & Valley Section
63,VA3775808021320120407,Wildfire,4/7/2012 0:00:00,37.783999999999999,-80.168000000000006,11055.000000000000000,67d,132,Northern Ridge & Valley Section
64,VA3787807965420120407,Wildfire,4/7/2012 0:00:00,37.878999999999998,-79.653000000000006,15923.000000000000000,67c,132,Northern Ridge & Valley Section
65,MN4773109640120120408,Wildfire,4/8/2012 0:00:00,47.731000000000002,-96.409999999999997,789.000000000000000,48b,65,Red River Valley Section
66,MN4659409492420120408,Wildfire,4/8/2012 0:00:00,46.582000000000001,-94.882999999999996,1437.000000000000000,51l,109,"Minnesota & NE Iowa Morainal, Oak Savannah Section"
67,NJ3983707462620120408,Wildfire,4/8/2012 0:00:00,39.850999999999999,-74.628000000000000,666.000000000000000,84b,133,Upper Atlantic Coastal Plain Section
68,VA3850907865220120408,Wildfire,4/8/2012 0:00:00,38.505000000000003,-78.662000000000006,3779.000000000000000,67c,132,Northern Ridge & Valley Section
69,WV3892507868820120408,Wildfire,4/8/2012 0:00:00,38.926000000000002,-78.674999999999997,710.000000000000000,67c,132,Northern Ridge & Valley Section
70,FL2695408110920120402,Wildfire,4/2/2012 0:00:00,26.957999999999998,-81.109999999999999,865.000000000000000,76a,99,"Coastal Plains and Flatwoods, Lower Section"
71,NY4088207283820120409,Wildfire,4/9/2012 0:00:00,40.886000000000003,-72.828999999999994,1068.000000000000000,84a,140,Lower New England Section
72,PA4020807575920120409,Wildfire,4/9/2012 0:00:00,40.213999999999999,-75.748999999999995,812.000000000000000,64b,151,Northern Appalacian Piedmont Section
73,TX3179610058220120411,Wildfire,4/11/2012 0:00:00,31.808000000000000,-100.602999999999994,14034.000000000000000,30d,77,Rolling Plains Section
74,WA4827511828120120411,Wildfire,4/11/2012 0:00:00,48.295000000000002,-118.274000000000001,1087.000000000000000,15r,16,Okanogan Highlands Section
75,VA3795507978320120411,Wildfire,4/11/2012 0:00:00,37.966000000000001,-79.787000000000006,1253.000000000000000,67b,132,Northern Ridge & Valley Section
76,MS3113308915020120411,Wildfire,4/11/2012 0:00:00,31.135999999999999,-89.126999999999995,856.000000000000000,65f,99,"Coastal Plains and Flatwoods, Lower Section"
77,MN4873909641620120421,Wildfire,4/21/2012 0:00:00,48.753000000000000,-96.438000000000002,979.000000000000000,49a,112,"Lake Agassiz, Aspen Parklands Section"
78,NM3516710814920120423,Wildfire,4/23/2012 0:00:00,35.152999999999999,-108.171000000000006,1583.000000000000000,23c,39,White Mountain-San Francisco Peaks Section
79,OR4222111786120120423,Wildfire,4/23/2012 0:00:00,42.219000000000001,-117.835999999999999,6934.000000000000000,80l,28,Northwestern Basin and Range Section
80,TX3060110420720120424,Wildfire,4/24/2012 0:00:00,30.638000000000002,-104.194000000000003,14001.000000000000000,24c,38,Basin and Range Section
81,TX3069610431620120424,Wildfire,4/24/2012 0:00:00,30.699000000000002,-104.293000000000006,12528.000000000000000,24c,38,Basin and Range Section
82,SD4333210306420120424,Wildfire,4/24/2012 0:00:00,43.304000000000002,-102.998000000000005,17815.000000000000000,43g,62,Northwestern Great Plains Section
83,MI4456608410320120425,Wildfire,4/25/2012 0:00:00,44.581000000000003,-84.091999999999999,875.000000000000000,50ae,115,Northern Great Lakes Section
84,NV3671011405820120426,Wildfire,4/26/2012 0:00:00,36.698999999999998,-114.069000000000003,1184.000000000000000,14a,35,Mojave Desert Section
85,FL2633208064020120505,Wildfire,5/5/2012 0:00:00,26.318000000000001,-80.680000000000007,3183.000000000000000,76a,101,Everglades Section
86,FL2865808074720120506,Wildfire,5/6/2012 0:00:00,28.651000000000000,-80.748000000000005,584.000000000000000,75d,158,Florida Coastal Lowlands (Eastern) Section
87,AZ3133311041620120508,Wildfire,5/8/2012 0:00:00,31.361999999999998,-110.417000000000002,8374.000000000000000,79e,38,Basin and Range Section
88,AZ3423111078220120510,Wildfire,5/10/2012 0:00:00,34.234000000000002,-110.795000000000002,2220.000000000000000,23l,39,White Mountain-San Francisco Peaks Section
89,NV3742311500220120510,Wildfire,5/10/2012 0:00:00,37.441000000000003,-114.974999999999994,4308.000000000000000,13v,34,Southeastern Great Basin Section
90,AZ3354410988520120511,Wildfire,5/11/2012 0:00:00,33.540999999999997,-109.888000000000005,1468.000000000000000,23b,37,Tonto Transition Section
91,FL2854308064720120511,Wildfire,5/11/2012 0:00:00,28.547999999999998,-80.647999999999996,554.000000000000000,75d,158,Florida Coastal Lowlands (Eastern) Section
92,AZ3393111147420120512,Wildfire,5/12/2012 0:00:00,33.959000000000003,-111.478999999999999,17687.000000000000000,23h,37,Tonto Transition Section
93,CO3740210724320120513,Wildfire,5/13/2012 0:00:00,37.426000000000002,-107.283000000000001,26240.000000000000000,21e,57,South-Central Highlands Section
94,MT4531410617720120513,Wildfire,5/13/2012 0:00:00,45.317000000000000,-106.170000000000002,1322.000000000000000,43p,61,Powder River Basin Section
95,AZ3421511233820120513,Wildfire,5/13/2012 0:00:00,34.267000000000003,-112.337000000000003,16096.000000000000000,23b,37,Tonto Transition Section
96,NV3991811733920120514,Wildfire,5/14/2012 0:00:00,39.917999999999999,-117.316000000000003,3767.000000000000000,13r,33,Central Great Basin Mountains Section
97,NV3992311735620120514,Wildfire,5/14/2012 0:00:00,39.924999999999997,-117.370999999999995,2470.000000000000000,13z,33,Central Great Basin Mountains Section
98,FL2641408080620120514,Wildfire,5/14/2012 0:00:00,26.402000000000001,-80.760999999999996,9100.000000000000000,76a,101,Everglades Section
99,NM3326710859220120509,Wildfire,5/16/2012 0:00:00,33.323999999999998,-108.572999999999993,306923.000000000000000,23d,39,White Mountain-San Francisco Peaks Section
100,NV3992811765320120516,Wildfire,5/16/2012 0:00:00,39.863999999999997,-117.588999999999999,17274.000000000000000,13j,31,Lahontan Basin Section
101,UT4025411222220120517,Wildfire,5/17/2012 0:00:00,40.268000000000001,-112.238000000000000,1549.000000000000000,13c,49,Bonneville Basin Section
102,TX3401709930720120517,Wildfire,5/17/2012 0:00:00,34.015999999999998,-99.308999999999997,1281.000000000000000,27h,77,Rolling Plains Section
103,LA3108909255720120519,Wildfire,5/19/2012 0:00:00,31.090000000000000,-92.555000000000007,588.000000000000000,35e,95,"Coastal Plains and Flatwoods, Western Gulf Section"
104,TX3119609768720111013,Wildfire,10/13/2011 0:00:00,31.195000000000000,-97.692999999999998,2236.000000000000000,29e,78,Edwards Plateau Section
105,MN4828309604620111024,Wildfire,10/24/2011 0:00:00,48.286999999999999,-96.049000000000007,1146.000000000000000,48d,112,"Lake Agassiz, Aspen Parklands Section"
106,FL2616008100120111026,Wildfire,10/26/2011 0:00:00,26.158999999999999,-80.968999999999994,1410.000000000000000,76b,101,Everglades Section
107,MO3747209133720111101,Wildfire,11/1/2011 0:00:00,37.462000000000003,-91.346000000000004,4792.000000000000000,39h,106,Ozark Highlands Section
108,TN3617008450920111112,Wildfire,11/12/2011 0:00:00,36.183000000000000,-84.507999999999996,970.000000000000000,69d,124,Southern Cumberland Mountains Section
109,VA3798307892020111113,Wildfire,11/13/2011 0:00:00,37.990000000000002,-78.918999999999997,687.000000000000000,66b,132,Northern Ridge & Valley Section
110,FL2963608198220111114,Wildfire,11/14/2011 0:00:00,29.643999999999998,-82.004999999999995,1945.000000000000000,75c,99,"Coastal Plains and Flatwoods, Lower Section"
111,AR3341409246120111013,Wildfire,10/13/2011 0:00:00,33.408000000000001,-92.453000000000003,502.000000000000000,35c,94,"Mid Coastal Plains, Western Section"
112,NV3947511985120111118,Wildfire,11/18/2011 0:00:00,39.470999999999997,-119.837999999999994,1997.000000000000000,13aa,28,Northwestern Basin and Range Section
113,NV3951511964820111123,Wildfire,11/23/2011 0:00:00,39.549999999999997,-119.652000000000001,2198.000000000000000,13aa,28,Northwestern Basin and Range Section
114,MN4720209633320111201,Wildfire,12/1/2011 0:00:00,47.195000000000000,-96.316999999999993,1213.000000000000000,48b,65,Red River Valley Section
115,TX2974909411120111217,Wildfire,12/17/2011 0:00:00,29.736000000000001,-94.114999999999995,1338.000000000000000,34g,167,Eastern Gulf Prairies and Marshes Section
116,OK3633509654820111231,Wildfire,12/31/2011 0:00:00,36.332000000000001,-96.537999999999997,3290.000000000000000,29a,89,Flint Hills Section
117,TX2967809420020120102,Wildfire,1/2/2012 0:00:00,29.643999999999998,-94.198999999999998,13251.000000000000000,34g,167,Eastern Gulf Prairies and Marshes Section
118,MT4861511299420120104,Wildfire,1/4/2012 0:00:00,48.661000000000001,-112.945999999999998,5706.000000000000000,42r,23,Northwestern Glaciated Plains Section
119,MT4853111296320120104,Wildfire,1/4/2012 0:00:00,48.570000000000000,-112.831000000000003,6141.000000000000000,42q,23,Northwestern Glaciated Plains Section
120,FL3027608500120120108,Wildfire,1/8/2012 0:00:00,30.271999999999998,-85.007999999999996,817.000000000000000,75a,100,Florida Coastal Lowlands (Western) Section
121,NV3932611980920120119,Wildfire,1/19/2012 0:00:00,39.353000000000002,-119.781999999999996,3501.000000000000000,13aa,32,Mono Section
122,FL2751208127720120120,Wildfire,1/20/2012 0:00:00,27.529000000000000,-81.305000000000007,1476.000000000000000,75d,99,"Coastal Plains and Flatwoods, Lower Section"
123,TX3547410177720120121,Wildfire,1/21/2012 0:00:00,35.494999999999997,-101.778000000000006,1288.000000000000000,26a,76,Texas High Plains Section
124,NM3329610850520110711,Wildfire,7/11/2011 0:00:00,33.320000000000000,-108.489999999999995,4256.000000000000000,23c,39,White Mountain-San Francisco Peaks Section
125,NM3436110411620110711,Wildfire,7/11/2011 0:00:00,34.357999999999997,-104.090999999999994,1630.000000000000000,26n,75,Pecos Valley Section
126,OK3415009503420110711,Wildfire,7/11/2011 0:00:00,34.146999999999998,-95.049999999999997,1217.000000000000000,36e,92,Ouachita Mountains Section
127,TX3242110032020110711,Wildfire,7/11/2011 0:00:00,32.436000000000000,-100.361000000000004,3969.000000000000000,27h,77,Rolling Plains Section
128,TX3398209921920110711,Wildfire,7/11/2011 0:00:00,33.954999999999998,-99.304000000000002,2757.000000000000000,27i,77,Rolling Plains Section
129,AR3473409297020110712,Wildfire,7/12/2011 0:00:00,34.743000000000002,-92.965000000000003,593.000000000000000,36c,92,Ouachita Mountains Section
130,TX3321609834620110712,Wildfire,7/12/2011 0:00:00,33.225000000000001,-98.334999999999994,1060.000000000000000,29c,162,Cross Timbers and Prairie Section
131,TX3216410133120110712,Wildfire,7/12/2011 0:00:00,32.154000000000003,-101.334000000000003,6770.000000000000000,26c,76,Texas High Plains Section
132,NM3434710522620110713,Wildfire,7/13/2011 0:00:00,34.332000000000001,-105.219999999999999,1639.000000000000000,26o,75,Pecos Valley Section
133,TX3094010424220110713,Wildfire,7/13/2011 0:00:00,30.927000000000000,-104.245000000000005,2737.000000000000000,24c,38,Basin and Range Section
134,OK3436309706120110714,Wildfire,7/14/2011 0:00:00,34.371000000000002,-97.061999999999998,3942.000000000000000,29i,162,Cross Timbers and Prairie Section
135,CA4180512136320110715,Wildfire,7/15/2011 0:00:00,41.776000000000003,-121.356999999999999,2769.000000000000000,9s,12,Modoc Plateau Section
136,NV4047011630920110715,Wildfire,7/15/2011 0:00:00,40.481999999999999,-116.311000000000007,1459.000000000000000,13r,50,Northeastern Great Basin Section
137,TX3271509932520110715,Wildfire,7/15/2011 0:00:00,32.743000000000002,-99.364999999999995,4317.000000000000000,27j,77,Rolling Plains Section
138,UT4083411277420110716,Wildfire,7/16/2011 0:00:00,40.887000000000000,-112.796000000000006,16165.000000000000000,13c,49,Bonneville Basin Section
139,ID4542211415020110717,Wildfire,7/17/2011 0:00:00,45.420000000000002,-114.141999999999996,1799.000000000000000,16i,26,Idaho Batholith Section
140,AZ3472511155020110718,Wildfire,7/18/2011 0:00:00,34.761000000000003,-111.495999999999995,1512.000000000000000,23c,39,White Mountain-San Francisco Peaks Section
141,AZ3537911193420110718,Wildfire,7/18/2011 0:00:00,35.363000000000000,-111.899000000000001,5237.000000000000000,23c,39,White Mountain-San Francisco Peaks Section
142,ID4319711613820110718,Wildfire,7/18/2011 0:00:00,43.198000000000000,-116.138000000000005,3416.000000000000000,12h,27,Owyhee Uplands Section
143,UT3985611196320110718,Wildfire,7/18/2011 0:00:00,39.835000000000001,-111.957999999999998,1306.000000000000000,13d,49,Bonneville Basin Section
144,WY4370110410520110718,Wildfire,7/18/2011 0:00:00,43.734000000000002,-104.072999999999993,7377.000000000000000,17a,62,Northwestern Great Plains Section
145,ID4645711532920110805,Wildfire,8/5/2011 0:00:00,46.450000000000003,-115.331000000000003,1074.000000000000000,15i,19,Bitterroot Mountains Section
146,OK3482609806320110805,Wildfire,8/5/2011 0:00:00,34.814999999999998,-98.063999999999993,1429.000000000000000,29h,86,Redbed Plains Section
147,OK3498009524220110805,Wildfire,8/5/2011 0:00:00,34.987000000000002,-95.250000000000000,1562.000000000000000,37a,162,Cross Timbers and Prairie Section
148,OK3632609622320110805,Wildfire,8/5/2011 0:00:00,36.304000000000002,-96.224999999999994,2110.000000000000000,29a,89,Flint Hills Section
149,TX3146909831620110805,Wildfire,8/5/2011 0:00:00,31.481999999999999,-98.396000000000001,1476.000000000000000,29e,78,Edwards Plateau Section
150,UT3811111315820110805,Wildfire,8/5/2011 0:00:00,38.139000000000003,-113.108000000000004,8505.000000000000000,13c,165,Utah High Plateaus and Mountains Section
151,CA3393811708020110806,Wildfire,8/6/2011 0:00:00,33.929000000000002,-117.079999999999998,1066.000000000000000,85l,6,Southern California Mountains and Valleys Section
152,MT4620711367720110806,Wildfire,8/6/2011 0:00:00,46.186000000000000,-113.665999999999997,2398.000000000000000,16a,25,Bitterroot Valley Section
153,NM3212110468320110806,Wildfire,8/6/2011 0:00:00,32.112000000000002,-104.700999999999993,3199.000000000000000,23b,156,Sacramento-Monzano Mountain Section
154,NM3225810312720110806,Wildfire,8/6/2011 0:00:00,32.259000000000000,-103.128000000000000,1112.000000000000000,25j,76,Texas High Plains Section
155,NV4061311862120110806,Wildfire,8/6/2011 0:00:00,40.567000000000000,-118.572999999999993,22169.000000000000000,13k,31,Lahontan Basin Section
156,OK3469409849320110806,Wildfire,8/6/2011 0:00:00,34.682000000000002,-98.512000000000000,4507.000000000000000,27k,86,Redbed Plains Section
157,OK3533409868020110806,Wildfire,8/6/2011 0:00:00,35.326999999999998,-98.667000000000002,1548.000000000000000,27o,86,Redbed Plains Section
158,OR4289811760220110806,Wildfire,8/6/2011 0:00:00,42.909999999999997,-117.590000000000003,1743.000000000000000,80a,27,Owyhee Uplands Section
159,OR4306511751920110806,Wildfire,8/6/2011 0:00:00,43.048000000000002,-117.433000000000007,14064.000000000000000,80a,27,Owyhee Uplands Section
160,TX3039410392420110806,Wildfire,8/6/2011 0:00:00,30.393000000000001,-103.927000000000007,1407.000000000000000,24b,38,Basin and Range Section
161,UT4021411190120110806,Wildfire,8/6/2011 0:00:00,40.231000000000002,-111.918000000000006,1745.000000000000000,13d,49,Bonneville Basin Section
162,CO3925110844620110807,Wildfire,8/7/2011 0:00:00,39.241000000000000,-108.421000000000006,1734.000000000000000,20c,42,Northern Canyon Lands Section
163,NM3234910450720110807,Wildfire,8/7/2011 0:00:00,32.335000000000001,-104.528999999999996,7442.000000000000000,24b,38,Basin and Range Section
164,NM3322210500120110807,Wildfire,8/7/2011 0:00:00,33.180000000000000,-104.972999999999999,21641.000000000000000,26q,38,Basin and Range Section
165,NV4149211725420110807,Wildfire,8/7/2011 0:00:00,41.524999999999999,-117.203000000000003,6736.000000000000000,80g,28,Northwestern Basin and Range Section
166,OK3677809663120110807,Wildfire,8/7/2011 0:00:00,36.801000000000002,-96.602000000000004,1040.000000000000000,28a,89,Flint Hills Section
167,TX3014210426520110807,Wildfire,8/7/2011 0:00:00,30.123000000000001,-104.286000000000001,3559.000000000000000,24b,38,Basin and Range Section
168,TX3117910439120110807,Wildfire,8/7/2011 0:00:00,31.172000000000001,-104.397000000000006,3162.000000000000000,24d,38,Basin and Range Section
169,TX3347509801620110807,Wildfire,8/7/2011 0:00:00,33.377000000000002,-98.033000000000001,7398.000000000000000,29c,162,Cross Timbers and Prairie Section
170,WA4603011885720110807,Wildfire,8/7/2011 0:00:00,46.018999999999998,-118.817999999999998,4727.000000000000000,10e,17,Columbia Basin Section
171,NM3304910510820110808,Wildfire,8/8/2011 0:00:00,33.052999999999997,-105.099999999999994,6446.000000000000000,26q,38,Basin and Range Section
172,ID4224811280920110809,Wildfire,8/9/2011 0:00:00,42.259000000000000,-112.822999999999993,2302.000000000000000,80i,28,Northwestern Basin and Range Section
173,NM3241610542920110809,Wildfire,8/9/2011 0:00:00,32.417999999999999,-105.424000000000007,3019.000000000000000,23a,156,Sacramento-Monzano Mountain Section
174,OK3503109988520110809,Wildfire,8/9/2011 0:00:00,35.036999999999999,-99.890000000000001,1294.000000000000000,26c,86,Redbed Plains Section
175,NM3437710409320110810,Wildfire,8/10/2011 0:00:00,34.372000000000000,-104.066999999999993,5635.000000000000000,26n,75,Pecos Valley Section
176,TX2923110333020110810,Wildfire,8/10/2011 0:00:00,29.280000000000001,-103.390000000000001,1934.000000000000000,24c,38,Basin and Range Section
177,TX3123409768020110810,Wildfire,8/10/2011 0:00:00,31.231999999999999,-97.680999999999997,5706.000000000000000,29e,78,Edwards Plateau Section
178,TX3449810079420110810,Wildfire,8/10/2011 0:00:00,34.494000000000000,-100.817999999999998,1346.000000000000000,26c,77,Rolling Plains Section
179,SD4343610385020110811,Wildfire,8/11/2011 0:00:00,43.430999999999997,-103.863000000000000,5332.000000000000000,17a,62,Northwestern Great Plains Section
180,TX3218910070620110811,Wildfire,8/11/2011 0:00:00,32.216999999999999,-100.698999999999998,1670.000000000000000,26c,77,Rolling Plains Section
181,FL3011508234720110812,Wildfire,8/12/2011 0:00:00,30.120999999999999,-82.361999999999995,573.000000000000000,75e,99,"Coastal Plains and Flatwoods, Lower Section"
182,ID4457811525020110812,Wildfire,8/12/2011 0:00:00,44.573999999999998,-115.227000000000004,2145.000000000000000,16k,52,Challis Volcanics Section
