OID_,FIRE_ID,VALUE_0,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
15,NV3887411963420120601,0.000000000000000,0.000000000000000,0.000000000000000,32400.000000000000000,11700.000000000000000,6300.000000000000000,3600.000000000000000,0.000000000000000,16200.000000000000000,1335600.000000000000000,0.000000000000000,34672500.000000000000000,14130000.000000000000000,0.000000000000000,0.000000000000000,37800.000000000000000,4500.000000000000000
16,NV3809511410120120601,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23936400.000000000000000,0.000000000000000,10080000.000000000000000,16220700.000000000000000,0.000000000000000,0.000000000000000,6300.000000000000000,0.000000000000000
17,NM3410510358020120602,0.000000000000000,0.000000000000000,0.000000000000000,441900.000000000000000,3600.000000000000000,900.000000000000000,0.000000000000000,345600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,38282400.000000000000000,9780300.000000000000000,0.000000000000000,1395900.000000000000000,0.000000000000000,0.000000000000000
18,UT3823111150520120605,0.000000000000000,32400.000000000000000,0.000000000000000,354600.000000000000000,66600.000000000000000,7200.000000000000000,0.000000000000000,737100.000000000000000,363600.000000000000000,33253200.000000000000000,4550400.000000000000000,4963500.000000000000000,5823900.000000000000000,4500.000000000000000,45000.000000000000000,54000.000000000000000,0.000000000000000
19,ID4256411501620120603,0.000000000000000,0.000000000000000,0.000000000000000,50400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27900.000000000000000,50175900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
20,WY4218410537620120603,0.000000000000000,20700.000000000000000,0.000000000000000,11700.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16778700.000000000000000,0.000000000000000,2468700.000000000000000,30936600.000000000000000,3600.000000000000000,0.000000000000000,15300.000000000000000,15300.000000000000000
21,CO4080510828320120604,0.000000000000000,0.000000000000000,0.000000000000000,172800.000000000000000,9000.000000000000000,0.000000000000000,0.000000000000000,25200.000000000000000,0.000000000000000,107100.000000000000000,0.000000000000000,44227800.000000000000000,5716800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
22,UT3797611156320120604,0.000000000000000,281700.000000000000000,0.000000000000000,279000.000000000000000,124200.000000000000000,24300.000000000000000,0.000000000000000,86400.000000000000000,11088000.000000000000000,26575200.000000000000000,4617000.000000000000000,4333500.000000000000000,2796300.000000000000000,0.000000000000000,0.000000000000000,46800.000000000000000,1800.000000000000000
23,NM3341910582920120604,0.000000000000000,94500.000000000000000,0.000000000000000,89100.000000000000000,8100.000000000000000,0.000000000000000,900.000000000000000,23400.000000000000000,294300.000000000000000,28344600.000000000000000,0.000000000000000,7786800.000000000000000,13618800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
24,ID4317811560420120604,0.000000000000000,1800.000000000000000,0.000000000000000,1800.000000000000000,12600.000000000000000,7200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8100.000000000000000,0.000000000000000,8187300.000000000000000,41741100.000000000000000,282600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
25,FL2785808134920120604,0.000000000000000,7776900.000000000000000,0.000000000000000,601200.000000000000000,233100.000000000000000,23400.000000000000000,7200.000000000000000,18000.000000000000000,451800.000000000000000,2373300.000000000000000,1559700.000000000000000,9032400.000000000000000,1269900.000000000000000,11564100.000000000000000,3154500.000000000000000,9843300.000000000000000,2337300.000000000000000
26,WY4407610434920120605,0.000000000000000,0.000000000000000,0.000000000000000,41400.000000000000000,4500.000000000000000,900.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,5009400.000000000000000,0.000000000000000,5050800.000000000000000,33616800.000000000000000,5486400.000000000000000,693900.000000000000000,250200.000000000000000,94500.000000000000000
27,UT3845911206020120605,0.000000000000000,248400.000000000000000,0.000000000000000,1221300.000000000000000,47700.000000000000000,6300.000000000000000,0.000000000000000,45900.000000000000000,9918900.000000000000000,11482200.000000000000000,8833500.000000000000000,15513300.000000000000000,2904300.000000000000000,0.000000000000000,0.000000000000000,31500.000000000000000,900.000000000000000
28,MT4651510773320120605,0.000000000000000,0.000000000000000,0.000000000000000,17100.000000000000000,2700.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14000400.000000000000000,0.000000000000000,21869100.000000000000000,13420800.000000000000000,486000.000000000000000,422100.000000000000000,14400.000000000000000,8100.000000000000000
29,ID4325711609020120607,0.000000000000000,6300.000000000000000,0.000000000000000,196200.000000000000000,89100.000000000000000,215100.000000000000000,75600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14657400.000000000000000,35013600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
30,TX2957509453720120608,0.000000000000000,16867800.000000000000000,0.000000000000000,276300.000000000000000,504000.000000000000000,132300.000000000000000,21600.000000000000000,20700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,91800.000000000000000,17100.000000000000000,85500.000000000000000,32235300.000000000000000
31,WY4229810478320120609,0.000000000000000,3560400.000000000000000,0.000000000000000,429300.000000000000000,398700.000000000000000,225900.000000000000000,44100.000000000000000,582300.000000000000000,0.000000000000000,4878000.000000000000000,0.000000000000000,3270600.000000000000000,36698400.000000000000000,0.000000000000000,900.000000000000000,127800.000000000000000,24300.000000000000000
32,CO4058910540420120609,0.000000000000000,0.000000000000000,0.000000000000000,601200.000000000000000,228600.000000000000000,23400.000000000000000,900.000000000000000,0.000000000000000,100800.000000000000000,15671700.000000000000000,153000.000000000000000,4475700.000000000000000,28457100.000000000000000,67500.000000000000000,0.000000000000000,355500.000000000000000,111600.000000000000000
33,AZ3324911108620120610,0.000000000000000,0.000000000000000,0.000000000000000,522900.000000000000000,45900.000000000000000,2700.000000000000000,0.000000000000000,9000.000000000000000,0.000000000000000,810000.000000000000000,33300.000000000000000,39005100.000000000000000,9765900.000000000000000,0.000000000000000,0.000000000000000,9000.000000000000000,25200.000000000000000
34,NV3967911463320120612,0.000000000000000,0.000000000000000,0.000000000000000,152100.000000000000000,76500.000000000000000,18000.000000000000000,1800.000000000000000,0.000000000000000,580500.000000000000000,25384500.000000000000000,1800.000000000000000,11824200.000000000000000,12188700.000000000000000,900.000000000000000,0.000000000000000,9900.000000000000000,14400.000000000000000
35,FL2856108089320120223,0.000000000000000,919800.000000000000000,0.000000000000000,421200.000000000000000,352800.000000000000000,51300.000000000000000,17100.000000000000000,0.000000000000000,0.000000000000000,1567800.000000000000000,16200.000000000000000,226800.000000000000000,685800.000000000000000,50400.000000000000000,0.000000000000000,15825600.000000000000000,30098700.000000000000000
36,TX3640110222320120225,0.000000000000000,0.000000000000000,0.000000000000000,432000.000000000000000,160200.000000000000000,18900.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2271600.000000000000000,36423000.000000000000000,0.000000000000000,10899000.000000000000000,0.000000000000000,39600.000000000000000
37,SD4357810084420120225,0.000000000000000,204300.000000000000000,0.000000000000000,168300.000000000000000,96300.000000000000000,3600.000000000000000,8100.000000000000000,26100.000000000000000,714600.000000000000000,4500.000000000000000,0.000000000000000,260100.000000000000000,47790000.000000000000000,271800.000000000000000,360900.000000000000000,227700.000000000000000,112500.000000000000000
38,OK3621509615120120226,0.000000000000000,2219400.000000000000000,0.000000000000000,2445300.000000000000000,483300.000000000000000,186300.000000000000000,25200.000000000000000,0.000000000000000,36657000.000000000000000,15300.000000000000000,42300.000000000000000,900900.000000000000000,6675300.000000000000000,550800.000000000000000,0.000000000000000,14400.000000000000000,36000.000000000000000
39,NC3522208417320120226,0.000000000000000,3600.000000000000000,0.000000000000000,1243800.000000000000000,22500.000000000000000,1800.000000000000000,0.000000000000000,0.000000000000000,28859400.000000000000000,1631700.000000000000000,17079300.000000000000000,264600.000000000000000,343800.000000000000000,791100.000000000000000,0.000000000000000,15300.000000000000000,0.000000000000000
40,MO3781009282520120302,0.000000000000000,77400.000000000000000,0.000000000000000,1073700.000000000000000,185400.000000000000000,14400.000000000000000,1800.000000000000000,2700.000000000000000,40630500.000000000000000,0.000000000000000,196200.000000000000000,304200.000000000000000,620100.000000000000000,7102800.000000000000000,0.000000000000000,16200.000000000000000,4500.000000000000000
41,MO3745909046820120302,0.000000000000000,451800.000000000000000,0.000000000000000,560700.000000000000000,37800.000000000000000,1800.000000000000000,0.000000000000000,5400.000000000000000,40581900.000000000000000,421200.000000000000000,3906000.000000000000000,70200.000000000000000,172800.000000000000000,3717000.000000000000000,0.000000000000000,308700.000000000000000,10800.000000000000000
42,OK3581809595220120303,0.000000000000000,89100.000000000000000,0.000000000000000,2242800.000000000000000,228600.000000000000000,67500.000000000000000,0.000000000000000,0.000000000000000,37050300.000000000000000,0.000000000000000,0.000000000000000,563400.000000000000000,3656700.000000000000000,6125400.000000000000000,225000.000000000000000,0.000000000000000,0.000000000000000
43,OK3574109645020120304,0.000000000000000,99900.000000000000000,0.000000000000000,1557000.000000000000000,168300.000000000000000,42300.000000000000000,3600.000000000000000,0.000000000000000,26505000.000000000000000,0.000000000000000,10800.000000000000000,859500.000000000000000,15923700.000000000000000,5080500.000000000000000,0.000000000000000,1800.000000000000000,900.000000000000000
44,OK3496809505120120304,0.000000000000000,372600.000000000000000,0.000000000000000,996300.000000000000000,620100.000000000000000,238500.000000000000000,119700.000000000000000,62100.000000000000000,9802800.000000000000000,4086000.000000000000000,11937600.000000000000000,923400.000000000000000,2353500.000000000000000,18312300.000000000000000,0.000000000000000,364500.000000000000000,46800.000000000000000
45,MS3475108905520120306,0.000000000000000,548100.000000000000000,0.000000000000000,2324700.000000000000000,390600.000000000000000,37800.000000000000000,2700.000000000000000,8100.000000000000000,14139000.000000000000000,9988200.000000000000000,5043600.000000000000000,2520000.000000000000000,1627200.000000000000000,5081400.000000000000000,5481000.000000000000000,2878200.000000000000000,194400.000000000000000
46,NC3410107825120120308,0.000000000000000,18900.000000000000000,0.000000000000000,180000.000000000000000,72900.000000000000000,900.000000000000000,0.000000000000000,6300.000000000000000,18900.000000000000000,4109400.000000000000000,8100.000000000000000,1091700.000000000000000,1103400.000000000000000,8100.000000000000000,0.000000000000000,37339200.000000000000000,6292800.000000000000000
47,NE4268309789120120310,0.000000000000000,4230000.000000000000000,0.000000000000000,575100.000000000000000,145800.000000000000000,9000.000000000000000,900.000000000000000,14400.000000000000000,12799800.000000000000000,160200.000000000000000,62100.000000000000000,33300.000000000000000,27326700.000000000000000,10800.000000000000000,1041300.000000000000000,344700.000000000000000,3487500.000000000000000
48,MT4858910949320120313,0.000000000000000,763200.000000000000000,0.000000000000000,403200.000000000000000,271800.000000000000000,52200.000000000000000,900.000000000000000,2700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8298900.000000000000000,21383100.000000000000000,244800.000000000000000,15557400.000000000000000,2068200.000000000000000,1183500.000000000000000
49,SC3382208078720120313,0.000000000000000,59400.000000000000000,0.000000000000000,1308600.000000000000000,607500.000000000000000,50400.000000000000000,4500.000000000000000,900.000000000000000,232200.000000000000000,10950300.000000000000000,1275300.000000000000000,461700.000000000000000,2651400.000000000000000,531000.000000000000000,2261700.000000000000000,29541600.000000000000000,299700.000000000000000
50,AZ3328910997820120316,0.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,34805700.000000000000000,15444900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
51,MN4680409347520120317,0.000000000000000,29700.000000000000000,0.000000000000000,484200.000000000000000,166500.000000000000000,47700.000000000000000,900.000000000000000,0.000000000000000,5422500.000000000000000,0.000000000000000,36900.000000000000000,0.000000000000000,1800.000000000000000,2455200.000000000000000,46800.000000000000000,16963200.000000000000000,24589800.000000000000000
52,MN4891109679920120321,0.000000000000000,170100.000000000000000,0.000000000000000,1000800.000000000000000,459000.000000000000000,16200.000000000000000,900.000000000000000,25200.000000000000000,5251500.000000000000000,331200.000000000000000,1527300.000000000000000,128700.000000000000000,129600.000000000000000,11312100.000000000000000,23153400.000000000000000,4590900.000000000000000,2142000.000000000000000
53,SD4461210303320120326,0.000000000000000,133200.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1615500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1323900.000000000000000,46883700.000000000000000,224100.000000000000000,0.000000000000000,0.000000000000000,61200.000000000000000
54,CO3943610521720120326,0.000000000000000,0.000000000000000,0.000000000000000,435600.000000000000000,71100.000000000000000,26100.000000000000000,2700.000000000000000,0.000000000000000,4894200.000000000000000,28512000.000000000000000,2337300.000000000000000,7291800.000000000000000,6256800.000000000000000,93600.000000000000000,0.000000000000000,315900.000000000000000,18000.000000000000000
55,FL2996108535820120326,0.000000000000000,801900.000000000000000,0.000000000000000,2664900.000000000000000,526500.000000000000000,189900.000000000000000,4500.000000000000000,329400.000000000000000,97200.000000000000000,3978000.000000000000000,0.000000000000000,324000.000000000000000,1162800.000000000000000,4500.000000000000000,0.000000000000000,30751200.000000000000000,9402300.000000000000000
56,MO3680909113820120327,0.000000000000000,11700.000000000000000,0.000000000000000,1247400.000000000000000,27000.000000000000000,1800.000000000000000,0.000000000000000,0.000000000000000,39971700.000000000000000,4289400.000000000000000,2314800.000000000000000,228600.000000000000000,767700.000000000000000,1388700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
57,MT4765110995820120329,0.000000000000000,70200.000000000000000,0.000000000000000,805500.000000000000000,241200.000000000000000,5400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5305500.000000000000000,25234200.000000000000000,620100.000000000000000,17870400.000000000000000,27000.000000000000000,72900.000000000000000
58,MT4839710981420120330,0.000000000000000,20700.000000000000000,0.000000000000000,268200.000000000000000,22500.000000000000000,2700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5399100.000000000000000,27934200.000000000000000,904500.000000000000000,15384600.000000000000000,235800.000000000000000,72900.000000000000000
59,MN4712909591820120401,0.000000000000000,1261800.000000000000000,0.000000000000000,890100.000000000000000,554400.000000000000000,119700.000000000000000,16200.000000000000000,7200.000000000000000,684900.000000000000000,1800.000000000000000,27000.000000000000000,0.000000000000000,799200.000000000000000,1287900.000000000000000,28955700.000000000000000,54900.000000000000000,15588900.000000000000000
60,FL2615908147820120404,0.000000000000000,3600.000000000000000,0.000000000000000,513900.000000000000000,666900.000000000000000,69300.000000000000000,20700.000000000000000,38700.000000000000000,126900.000000000000000,1944900.000000000000000,292500.000000000000000,0.000000000000000,270900.000000000000000,44100.000000000000000,45000.000000000000000,45036900.000000000000000,1168200.000000000000000
61,FL3054908246520120405,0.000000000000000,27900.000000000000000,0.000000000000000,405000.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,10800.000000000000000,1423800.000000000000000,0.000000000000000,44100.000000000000000,1444500.000000000000000,0.000000000000000,0.000000000000000,44378100.000000000000000,2512800.000000000000000
62,MN4704809595220120406,0.000000000000000,1021500.000000000000000,0.000000000000000,756000.000000000000000,352800.000000000000000,50400.000000000000000,8100.000000000000000,5400.000000000000000,515700.000000000000000,0.000000000000000,5400.000000000000000,0.000000000000000,1746000.000000000000000,257400.000000000000000,35315100.000000000000000,227700.000000000000000,9983700.000000000000000
63,VA3763008006320120407,0.000000000000000,0.000000000000000,0.000000000000000,925200.000000000000000,57600.000000000000000,18000.000000000000000,1800.000000000000000,0.000000000000000,40607100.000000000000000,291600.000000000000000,6364800.000000000000000,992700.000000000000000,956700.000000000000000,11700.000000000000000,0.000000000000000,11700.000000000000000,0.000000000000000
64,VA3775808021320120407,0.000000000000000,37800.000000000000000,0.000000000000000,1465200.000000000000000,396900.000000000000000,142200.000000000000000,14400.000000000000000,4500.000000000000000,38797200.000000000000000,456300.000000000000000,7252200.000000000000000,594900.000000000000000,506700.000000000000000,585000.000000000000000,0.000000000000000,3600.000000000000000,0.000000000000000
65,VA3787807965420120407,0.000000000000000,0.000000000000000,0.000000000000000,900900.000000000000000,234900.000000000000000,53100.000000000000000,3600.000000000000000,1800.000000000000000,37002600.000000000000000,725400.000000000000000,10569600.000000000000000,529200.000000000000000,204300.000000000000000,19800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
66,MN4773109640120120408,0.000000000000000,101700.000000000000000,0.000000000000000,877500.000000000000000,361800.000000000000000,56700.000000000000000,3600.000000000000000,60300.000000000000000,99900.000000000000000,4500.000000000000000,16200.000000000000000,0.000000000000000,67500.000000000000000,3516300.000000000000000,36362700.000000000000000,2627100.000000000000000,6093000.000000000000000
67,MN4659409492420120408,0.000000000000000,198900.000000000000000,0.000000000000000,1080000.000000000000000,388800.000000000000000,74700.000000000000000,4500.000000000000000,25200.000000000000000,3425400.000000000000000,1037700.000000000000000,702000.000000000000000,757800.000000000000000,454500.000000000000000,5565600.000000000000000,1116000.000000000000000,10575900.000000000000000,24844500.000000000000000
68,NJ3983707462620120408,0.000000000000000,1053000.000000000000000,0.000000000000000,1080000.000000000000000,335700.000000000000000,22500.000000000000000,2700.000000000000000,336600.000000000000000,6570900.000000000000000,9765900.000000000000000,7992000.000000000000000,305100.000000000000000,292500.000000000000000,67500.000000000000000,1393200.000000000000000,20600100.000000000000000,434700.000000000000000
69,VA3850907865220120408,0.000000000000000,839700.000000000000000,0.000000000000000,2328300.000000000000000,1123200.000000000000000,353700.000000000000000,89100.000000000000000,0.000000000000000,26594100.000000000000000,972900.000000000000000,8471700.000000000000000,320400.000000000000000,1651500.000000000000000,6560100.000000000000000,940500.000000000000000,3600.000000000000000,900.000000000000000
70,WV3892507868820120408,0.000000000000000,13500.000000000000000,0.000000000000000,1487700.000000000000000,54900.000000000000000,7200.000000000000000,900.000000000000000,0.000000000000000,36268200.000000000000000,841500.000000000000000,8884800.000000000000000,760500.000000000000000,380700.000000000000000,1556100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
71,FL2695408110920120402,0.000000000000000,4168800.000000000000000,0.000000000000000,1432800.000000000000000,875700.000000000000000,303300.000000000000000,42300.000000000000000,15300.000000000000000,0.000000000000000,261000.000000000000000,6300.000000000000000,390600.000000000000000,192600.000000000000000,9175500.000000000000000,420300.000000000000000,19040400.000000000000000,13923900.000000000000000
72,NY4088207283820120409,0.000000000000000,483300.000000000000000,0.000000000000000,4599000.000000000000000,3694500.000000000000000,1618200.000000000000000,270000.000000000000000,170100.000000000000000,13014900.000000000000000,13808700.000000000000000,2561400.000000000000000,306900.000000000000000,1078200.000000000000000,2136600.000000000000000,665100.000000000000000,5777100.000000000000000,69300.000000000000000
73,PA4020807575920120409,0.000000000000000,260100.000000000000000,0.000000000000000,3766500.000000000000000,455400.000000000000000,77400.000000000000000,10800.000000000000000,3600.000000000000000,33392700.000000000000000,49500.000000000000000,2863800.000000000000000,740700.000000000000000,176400.000000000000000,4899600.000000000000000,2317500.000000000000000,1220400.000000000000000,18900.000000000000000
74,TX3179610058220120411,0.000000000000000,900.000000000000000,0.000000000000000,233100.000000000000000,180000.000000000000000,48600.000000000000000,4500.000000000000000,0.000000000000000,1914300.000000000000000,2386800.000000000000000,262800.000000000000000,13833900.000000000000000,31028400.000000000000000,0.000000000000000,340200.000000000000000,9900.000000000000000,4500.000000000000000
75,WA4827511828120120411,0.000000000000000,303300.000000000000000,0.000000000000000,871200.000000000000000,252000.000000000000000,42300.000000000000000,900.000000000000000,0.000000000000000,73800.000000000000000,23860800.000000000000000,900.000000000000000,12567600.000000000000000,8104500.000000000000000,23400.000000000000000,0.000000000000000,2587500.000000000000000,1554300.000000000000000
76,VA3795507978320120411,0.000000000000000,0.000000000000000,0.000000000000000,1299600.000000000000000,111600.000000000000000,84600.000000000000000,13500.000000000000000,32400.000000000000000,33903000.000000000000000,1305000.000000000000000,11313000.000000000000000,1550700.000000000000000,283500.000000000000000,351000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
77,MS3113308915020120411,0.000000000000000,13500.000000000000000,0.000000000000000,1555200.000000000000000,2267100.000000000000000,693000.000000000000000,45900.000000000000000,5400.000000000000000,226800.000000000000000,22509000.000000000000000,1011600.000000000000000,9910800.000000000000000,5187600.000000000000000,152100.000000000000000,1800.000000000000000,6572700.000000000000000,82800.000000000000000
78,MN4873909641620120421,0.000000000000000,62100.000000000000000,0.000000000000000,1059300.000000000000000,63900.000000000000000,1800.000000000000000,0.000000000000000,0.000000000000000,2987100.000000000000000,0.000000000000000,22500.000000000000000,318600.000000000000000,21600.000000000000000,5189400.000000000000000,5602500.000000000000000,1018800.000000000000000,33912000.000000000000000
79,NM3516710814920120423,0.000000000000000,14400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33300.000000000000000,43109100.000000000000000,0.000000000000000,6795900.000000000000000,273600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9900.000000000000000
80,OR4222111786120120423,0.000000000000000,0.000000000000000,0.000000000000000,5400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10192500.000000000000000,38624400.000000000000000,0.000000000000000,0.000000000000000,63900.000000000000000,1359000.000000000000000
81,TX3060110420720120424,0.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4280400.000000000000000,28791900.000000000000000,322200.000000000000000,4986000.000000000000000,11878200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
82,TX3069610431620120424,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6117300.000000000000000,9379800.000000000000000,59400.000000000000000,17577000.000000000000000,17122500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
83,SD4333210306420120424,0.000000000000000,65700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,50157000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24300.000000000000000
84,MI4456608410320120425,0.000000000000000,715500.000000000000000,0.000000000000000,1215000.000000000000000,1288800.000000000000000,251100.000000000000000,18000.000000000000000,0.000000000000000,8696700.000000000000000,25440300.000000000000000,3298500.000000000000000,4272300.000000000000000,4270500.000000000000000,108000.000000000000000,12600.000000000000000,607500.000000000000000,56700.000000000000000
