FIRE_ID,Open_Water,Developed,Barren,Deciduous,Evergreen,Mixed,Shrub,grass,Pasture,Crops,Wetlands
UT4046311328520170619,0.085975282,0.026867276,19.84596095,0,0,0,78.34139352,1.024538778,0,0,0.675264195
NV4051011575620170620,0,0.325861205,0.010742677,0,0.406431283,0,65.94392323,28.46093246,2.546014467,0,2.306094679
NV4055811852120170620,0,0,0,0,0,0,1.844555874,98.15544413,0,0,0
UT4132311249720170620,2.335201733,0.005372397,5.981268244,0.342042585,4.292544904,0.034025179,47.18217797,39.27401014,0.046560771,0.030443581,0.476352501
NV4045411849020170620,0,0,0,0,0,0,15.01370256,84.98629744,0,0,0
NV3981911931420170620,0,0.001790671,0.578386606,0,0,0,99.20136091,0.218461814,0,0,0
OR4491012041420170620,0,1.006627261,0,0,0.028658427,0,41.50456744,57.45477342,0.005373455,0,0
AZ3165311064620170621,0,6.081226273,0,0,3.506195831,0,60.92865841,29.45347754,0,0,0.030441945
AZ3251310984120170621,0,0.003582624,0,0,19.07568294,0,37.34169279,43.57904165,0,0,0
NM3351410846320170622,0,0.159361123,0,0,33.98152127,0,39.38905601,26.4700616,0,0,0
TX3573310293420170622,0,0.669782768,0,0,0,0,84.68812121,10.92605527,0,3.71604076,0
AZ3377011216320170622,0.010745755,18.54180099,0.057310696,0,0,0,80.42481553,0.961745111,0,0,0.003581918
UT4009611185120170623,17.54813289,0.200591027,0.171935166,0,1.658457956,0,10.58654966,60.9474344,1.556371452,3.073341094,4.257186353
WY4409110770020170623,0,0.155774396,0.085944494,0,0,0,97.82273948,1.906893465,0,0,0.028648165
NM3542510305820170623,0,0.001791088,0,0,0,0,62.05581029,37.94239862,0,0,0
AZ3158910942720170624,0,0,0,0,8.38601078,0,62.77420626,28.83978296,0,0,0
CA3609911841220170624,0,0.021497671,0,0,18.64743819,0,75.00358295,6.252239341,0,0,0.075241849
AZ3435811237320170624,0,0.703884799,0,0,61.44394892,0,11.00066269,26.82642881,0,0,0.025074777
NM3134210859020170625,0,0,0,0,0,0,57.57879836,18.08375293,0,0,0
AZ3363411037520170625,0,0,0,0,90.37551956,0,9.258993837,0.365486599,0,0,0
CA4143512316220170626,0.085972202,1.354062187,0.0143287,1.590485743,77.75111047,4.749964178,14.2266084,0.173735492,0,0,0.053732626
CA3388211699020170626,0,0.309924758,0.263346471,0,0,0.010748836,34.02902186,63.91078466,0,0,1.476173415
NV4058611611920170626,0,0,0.008954796,0,0.080593166,0,71.12794613,28.77713303,0,0,0.005372878
OR4476512125220170626,1.139131681,8.717223098,0.069852414,0,0.37254621,0,16.16456512,64.30183407,0.041195014,8.176314658,1.017337727
OR4294811798820170626,0,0.216698306,0,0,0,0,93.72291271,6.060388982,0,0,0
ID4329011586220170626,0,2.78369906,0,0,0,0,2.083296014,91.35154501,0.003582624,3.772503359,0.005373936
ID4320811577220170626,0,2.64321914,0,0,0,0,12.85793593,81.79652943,0.023280385,2.679035118,0
ID4312511623120170626,2.780016838,1.504648288,0,0,0,0,57.42740968,27.10337292,1.744675515,9.429129274,0.010747488
AZ3173311128720170626,0.007166276,0,0,0,1.318594693,0,94.31535195,4.348137664,0,0,0.010749413
NM3368510699720170626,1.091104542,0.825942847,0.508823793,0,0.068082057,0,46.6362089,13.96936307,0,0.211412703,36.68906208
CA3539712049820170626,0.114631656,6.025326432,0,0,0.259712346,2.94460067,80.62187674,9.890562591,0,0,0.14328957
AZ3150711133220170626,0,0.186249754,0,0,0.322355343,0,70.44359677,29.04779813,0,0,0
AZ3153811134920170626,0,1.341668756,0,0.0179128,0.030451761,0,83.62770035,13.69433597,0.00358256,0,1.284347795
WA4734312016620170626,0.039413809,2.151635673,0.017915368,0,1.931276649,0,17.22741768,76.9214232,0.179153678,1.422480204,0.109283744
WA4736011998820170626,0.042983022,0.451321728,0.325954581,0,0,0,32.72798911,59.8592306,0.694892184,5.894046851,0.003581918
FL2833008077620170626,11.24623872,6.691503081,1.431078951,0.010746525,0.531953002,0.019701963,0.205975068,6.924344462,11.87491045,0.025075226,61.03847256
FL2808408112620170626,0.968908948,0.666236836,0.010745755,0.820259331,1.76230389,0.334909377,22.59832366,0.614299019,20.58349452,23.28963393,28.35088473
ID4302611580620170627,2.505596848,1.792782305,0,0,0,0,11.47667234,70.03850631,0.191636071,13.9589863,0.035819826
ID4332111582720170627,0,0.143248518,0,0,0,0,3.810410586,95.24056798,0,0.805772915,0
ID4319911589020170627,0,1.167809998,0,0,0,0,4.425856603,70.51279755,0.370761763,23.52277409,0
CO4079410883420170627,0,0.01074614,0,0,31.28022352,0,68.12157467,0.573127485,0,0,0.014328187
AZ3346810934220170627,0,1.355537649,0,0.003581341,84.08272898,0,14.49010654,0.068045483,0,0,0
WA4742511998420170627,0.014330497,0.573219884,0.71294223,0,0,0,67.78325123,27.09001343,1.013882669,2.744290193,0.068069861
WA4669212060020170627,0.023279135,4.627175704,0.001790703,0,0,0,29.72566435,26.25528257,5.714132225,33.53986104,0.112814268
UT4180911288720170627,0,0,0.152234262,0,0,0,96.85501925,2.992746485,0,0,0
ID4282011554120170628,0,0.034027616,0,0,0,0,7.541594283,92.4243781,0,0,0
ID4290011543420170628,1.082010677,1.080219268,0,0,0,0,10.86310057,72.64161083,0.410232525,13.67202895,0.250797177
AZ3168110952420170628,0,0.00716512,0,0,12.66972378,0,75.49708021,11.82603088,0,0,0
CA3539711882220170630,0,0.571315997,0.184468801,0,0,0,1.17486926,97.20968551,0,0.859660434,0
AZ3237411063220170630,0,0,0,0,11.11568842,0.005373359,86.68302556,2.183374828,0,0,0.012537837
WA4890111703720170701,0,0.003581983,0,0,98.45974747,0,0.506850542,0.642965882,0,0,0.386854124
MT4644711368920170713,0,0,0,0,92.75647798,0,5.635442222,1.608079795,0,0,0
WA4654111988520170702,0,0.673424795,0,0,0.01074614,0,7.362897159,70.40692051,0,21.54601139,0
NV3958711968320170703,0.804198309,2.439461241,0.064479152,0,0.232841381,0,63.40808139,33.03840092,0.001791088,0,0.010746525
NV3976211925220170703,0,0,0,0,0,0,85.52978056,14.47021944,0,0,0
ID4271411395820170703,0,2.061726405,0,0,0,0,24.47202966,30.21477063,0.317050889,42.92725742,0.007164992
MT4790810854820170703,0,0.069843658,0.041189849,0.150432493,27.74942245,0,31.64634037,39.98638944,0.01790863,0.084170562,0.254302548
CA3622112046120170703,0,1.528016624,0,0,0,2.146030381,15.8498137,79.92440527,0,0,0.551734021
WY4117410626120170703,2.305790454,0.025082414,0.003583202,2.239501218,86.10613444,0.09137165,4.37508958,3.201590942,0,0,1.651856099
NV3976011968620170704,0.003583138,1.528208252,0,0,0,0,64.68817744,32.62088611,0.537470663,0.593009298,0.028665102
NV3897211406920170704,0,1.318382116,0.025077921,0,0,0,90.86626303,3.727653781,2.154909899,0.600078816,1.307634436
NV4033511827120170704,0,0.746883508,0,0.034030663,3.465754406,0,88.6068921,6.944046425,0,0,0.202392893
NV4171611419720170704,0.001790895,0,0,0.00358179,2.636197572,0,12.12256886,85.23586088,0,0,0
AZ3221410948420170704,0,0.03045067,0.019703375,0,12.88421581,0.136132407,78.41226625,8.504692986,0,0,0.012538511
UT4186011283220170704,0,0.489089541,0,0,0.168404457,0,53.67981655,44.77050414,0.641370167,0.250815149,0
CA3560211908420170706,0.107465253,3.268734776,0.034030663,0,0,0,0.933156613,85.05158332,0,10.60502937,0
CA3849512202520170706,0.175510862,1.808836435,0.057309669,0.026863907,1.031574046,0.633988216,15.16378029,77.24627039,0,2.689972599,1.165893583
CA3502012029920170706,0,1.984596095,0.021493821,0,16.91742791,20.4746552,27.77180727,27.68941429,0.592871216,3.252731506,1.295002687
MT4523910640820170706,0,0.017911838,0,0,30.03098748,0,59.3168425,9.971520178,0.005373551,0,0.657364452
NM3389010763620170706,0.008954636,0.034027616,0,0,79.62283074,0,15.93746082,4.396726185,0,0,0
WA4650612036420170706,1.605044425,11.17261393,0,0.005374033,0,0,15.73516767,27.24634566,2.574161651,35.27156778,6.38972485
CA3946112141320170707,0.111063342,4.558971052,0,11.8640728,47.90054457,0.413800516,14.27522213,20.85482946,0,0,0.021496131
NV4031211431920170708,0,1.252037472,0.030450124,0,18.04617672,0,79.36018915,1.311146537,0,0,0
NV4135011480620170707,0.00179112,1.115867529,0,0,0.016120077,0,78.76090344,19.97098386,0,0,0.134333972
MT4536410665720170707,0,0,0,0,33.63359599,0,22.24212034,44.11174785,0.012535817,0,0
MT4676210603120170707,0,0.422598263,0.012534694,0,0.008953353,0,1.887366819,82.79165547,0.313367356,13.86158116,0.701942878
AZ3414811196320170707,0.003582624,0.005373936,0,0,0,0,25.0031348,74.98790864,0,0,0
AZ3402511197320170707,0,0,0.014327417,0,0.822035568,0,94.81705679,4.346580225,0,0,0
TX2960109440320170707,8.503894709,1.362700331,0.093114872,0,0,0,0,0.306204674,0.313367356,1.231981377,88.18873668
NV3941111789520170708,0,0.415517427,0,0.035820468,20.57527671,0,78.75308952,0.220295877,0,0,0
CA3456711995220170708,0.012537388,1.522397149,0.252538821,0,43.39190085,43.35428868,8.473483424,2.992853689,0,0,0
NV4052211659520170708,0,0.057334313,0.051959221,0,0.068084496,0,95.36846254,3.909483454,0.062709405,0,0.481966567
NV4044011628320170708,0,0,0,0,0,0,13.27566754,86.72433246,0,0,0
OR4299612077120170708,0.546369776,1.721512638,2.835748706,0,6.620926858,0,84.2914211,0.721924655,0.807910718,1.243215162,1.210970389
MT4792711507020170708,0,0.02507298,0.673388613,0,58.4164622,0,17.19648262,22.58717338,0.050145961,0,1.051274245
AZ3661111369420170708,0,0.00358256,0.35288217,0,20.01755454,0.0179128,37.50582166,42.10224627,0,0,0
NM3627610668220170708,0.042990721,0.00358256,0.123598323,0.302726328,79.63135457,0.0089564,19.08429764,0.616200337,0,0,0.186293125
AZ3409811179220170708,0,0,0,0,6.833043696,0,92.52736621,0.003583138,0,0,0.636006951
ND4731210349420170708,0.044769972,0.041188374,0.059096363,6.35375441,6.14602174,3.438333841,47.42930821,36.44096632,0,0,0.046560771
FL2877408225220170708,5.867602808,10.79309357,0.166571142,0.001791088,4.465181258,0.008955438,0.082390027,0.188064193,8.310646224,0.229259206,69.88644505
FL2852808070920170708,8.095715719,5.546998137,0.053732626,0.001791088,4.531451497,0.299111621,0.311649233,0.120002866,0.351053159,0,80.68849405
NV4110111527920170708,0,0.569525038,0,0,0,0,14.59273587,84.83773909,0,0,0
NV4043311933220170709,0,0.857930936,0,0.198810718,2.029302192,0.016119788,51.14987821,45.62795529,0,0,0.120002866
NV4099711542920170709,0,3.124048365,0,0,0,0,63.17957904,22.43439319,3.892521272,0,7.369458128
NV4094011793320170709,0,1.284002794,0,0,0,0,41.82052614,56.89547107,0,0,0
NV4094111731520170709,0.003581085,1.077906498,0.678615553,0,0,0,83.47687515,1.521961002,0,0,13.24106072
NV4152411841920170709,0,0,1.046219993,0,0,0,57.26621283,41.51737728,0,0,0.170189896
AZ3328111080620170508,0,0.059097421,0,0,76.41296562,0,23.49928367,0.028653295,0,0,0
AZ3351610995720170509,0.034041028,0.374451312,0,0,71.43420228,0,1.913464123,26.24384126,0,0,0
NM3418110840420170512,0.008954636,0,0,0,75.22073177,0,12.98780379,11.78250981,0,0,0
FL2705108206620170513,4.473816176,23.64603482,0.021491511,0.442366932,6.725051938,2.56107171,2.727630919,1.470377534,15.82849774,0.077011247,42.02664947
FL2712808123720170513,0.164774152,0.00537307,0,0.127162661,5.516352044,1.841172046,14.92997099,4.121144822,33.22885697,0,40.06519325
FL2540608041220170514,0.725364473,7.758713329,0.53372497,0.007164094,0.01074614,0.003582047,0.023283304,0.107461403,0,4.393380378,86.43657986
NM3658710602220170516,0.001790991,0.650129847,0,0.676994717,75.49207486,0.012536939,22.1653085,0.431628907,0.103877496,0.025073878,0.440583863
FL2881308082820170515,33.10706738,1.427445642,0.025074327,0.001791023,6.551563563,0.302682953,0.707454239,0.145072895,0.170147222,0,57.56170076
FL2760608127020170517,0.39938391,1.753349094,0.096711799,0.519378179,2.097213267,0.965327029,35.76366502,1.29307257,2.698975571,1.536643026,52.87628054
CA3611812036120170518,0,0.834557112,0,0,0,0,2.646942942,96.16211182,0,0,0.356388123
AZ3460211145720170519,0.0053723,1.081623151,0,0,94.64023495,0,4.163532825,0.087747574,0,0,0.021489202
FL2633208084220170519,0.141457912,0.008953032,0.257847333,0,0.005371819,0,0,0.005371819,0,0.299031282,99.2819668
CA3265211682420170520,0.071642219,3.560618272,0,0,0,0.001791055,87.57007505,7.554671968,0,0,1.24120144
FL2841408093820170526,2.265644589,1.837589999,0.675215818,0.012537164,9.992119497,0.034029444,0.42268152,0.53372497,3.732492746,0,80.49396425
ID4283611554420170531,0,0.229238677,0,0,0,0,9.088955352,90.68180597,0,0,0
UT4030110919520170530,0,1.619578265,0.530304388,0,2.336205815,0,72.70007345,22.65976315,0.021498827,0,0.132576097
UT4100611256920170531,23.54363281,0,59.01219534,0,0,0,10.69465088,5.872029512,0,0,0.877491449
FL2992508494720130129,0.001790831,4.81017192,0.098495702,0,3.191260745,0.003581662,0.143266476,0.005372493,0,0,91.74606017
TX2884109573020130215,8.631250896,0.150451354,1.597650093,0.025075226,0.404785786,0.078807852,0.56240149,2.203037684,0,0,86.34653962
FL2929308118020130302,0.605387591,17.81236567,0.118211778,0.044777189,15.05229976,0.001791088,5.819243445,2.989325118,4.155323112,0,53.40127525
FL2928608171420130302,11.40815815,7.329083551,0.028650217,0.007162554,60.86559467,0.055509795,13.18089031,1.187193353,0.080578734,0,5.85717867
OK3389109699920130303,20.55457037,0.537374389,0.469306966,30.33120175,5.957690723,0.254357211,3.593243413,15.94031562,4.453042435,1.556594479,16.35230265
FL3045008681920130305,0.404771286,7.16767561,1.527742952,0.148654941,38.11118673,0.059103772,30.42053229,19.75857005,0.057312749,0,2.344449619
MS3210008962020140327,0.026863907,4.045704461,0,2.17776743,47.25540412,28.36291348,2.242240808,0.320575962,4.480899762,0,11.08763007
LA3105009256020140327,0.426217765,7.688037249,1.504297994,0.811246418,75.47815186,0.603510029,2.602077364,2.861747851,0.990329513,0.021489971,7.012893983
OK3526009612020140327,0.567734078,3.331184182,0.034028226,66.34071209,0.037610144,0.231033742,2.124077656,13.55218855,13.75814886,0,0.02328247
OK3698009637020140327,0.105677951,2.004298764,0,5.244492208,0.046569944,0,0.028658427,81.58158696,10.9457281,0,0.042987641
OK3636009650020140327,4.050787056,2.827671424,0.010744793,56.99396501,0.422628535,0.325925395,1.969878763,28.30357623,2.413996884,2.562633191,0.118192726
OK3627209628420140327,8.565747756,6.534472567,0.001791248,49.88983825,0.010747488,0.103892382,2.187113762,32.00780984,0.644849266,0,0.053737439
MT4524310605320120703,0,0.010747295,0,0,4.098301927,0,1.450884861,92.27985957,0,0,2.160206348
UT4046511175120120703,0,10.82891532,0.207766156,22.69307924,28.62874337,0.929574438,24.68118642,10.62114916,0.845393323,0.265080957,0.299111621
MT4597710690920120703,0.001791408,0.012539859,0,0,15.2807137,0,23.83827165,58.53785246,1.012145749,0.023288309,1.293396869
ID4470011705020120703,8.637487016,0.014327161,0,0,5.761309502,0,25.77993481,59.74246929,0.010745371,0,0.053726853
MT4574310884220120703,0,0.678882978,0.012538736,0,11.15051857,0,32.65803285,42.31465062,0.641266771,12.51007577,0.034033711
MO3667109281220120704,0.003581598,1.572321413,0,78.47996991,3.049730485,4.605934707,7.498074891,0.984939381,3.80544761,0,0
WA4781412020320120705,0,3.708810888,0,0,8.003223496,0,28.92908309,59.17621777,0.046561605,0.119985673,0.016117479
CA4047812246920120705,0.202345778,9.768108157,0.14683499,0.016116035,3.282299221,4.294028114,47.22714657,34.12660041,0,0,0.936520727
OK3587509860020120705,0.039404632,3.191775179,0.00179112,2.826386774,13.33488564,7.037309022,4.898712185,43.2430012,0.204187638,25.21896437,0.003582239
MT4622710490020120705,0.042986871,0,0,0,0.333148251,0,4.010316849,95.19442604,0.003582239,0,0.415539754
MT4508510636220120705,0,0,0,0.007165377,2.550874176,0,46.6663084,50.66638005,0.060905704,0,0.048366294
NV3739911457120120705,0,0.535496812,0.197005516,0.012536715,13.01669174,0,59.31656995,26.52768823,0,0,0.394011032
ID4331211582520120706,0,0.498065071,0,0,0,0,10.17808514,88.61795901,0,0.705890784,0
CA3931912270720120707,0,5.788483926,0,0,5.872660518,0.091340557,1.038774962,87.20874004,0,0,0
CA3716511828920120707,0,3.344140142,0.600046571,0,0,0,28.73775278,53.76954629,2.045531892,5.556252127,5.946730194
ID4245311502520120707,0,0,0,0,0,0,0,100,0,0,0
CA3935412239320120708,0,2.690068953,0,0,0.005372974,0,56.02579027,41.2787678,0,0,0
OR4281911917520120708,0.012537388,0.007164222,0.003582111,0,0.008955277,0,11.01499113,88.31336306,0,0,0.639406802
ID4314011358620120708,0,0,1.888042991,0,0,0,13.32736229,84.39050605,0,0,0.39408867
OR4239211789420120708,0,0,0,0,0.071631955,0,2.075535897,97.80627138,0,0,0.046560771
CA3583412025220120709,0,1.035341322,0,0,0,0,1.370304691,97.57465026,0,0,0.019703728
OR4417811784720120709,0,0,0,0,0.388826175,0,45.37261015,54.23856367,0,0,0
OR4408711780620120709,0,0.730672111,0,0,0.091334014,0,10.46222174,88.30745536,0,0,0.408316768
ID4292411561820120709,0.977706151,0.254275226,0.014325365,0,0,0,13.81144239,76.6496553,0.299041991,7.313098755,0.68045483
OK3479809517320130308,0.005373936,1.074787282,0.085982983,36.40125392,19.20107479,41.45096283,0.870577698,0.476489028,0.433497537,0,0
AR3608809248420130308,1.328844156,1.832085676,1.049464522,76.50345643,1.692395859,13.11293384,1.687023174,0.829184426,1.885812529,0,0.078799384
FL2610108128120130312,0.014329214,0.245387784,0,0,5.523911875,2.419845961,0.001791152,0,0,0,91.79473401
MT4607711363820130716,0.09135201,0.003582432,0,0.010747295,75.79171742,0,3.329870316,20.51300423,0,0,0.259726302
MT4565711478020130716,0,0,0,0,28.41279507,0,5.258444675,66.21950783,0,0,0.109252427
NV4188211609920130716,0,1.244738963,0,0.17730814,0.010745948,0.019700904,58.97017999,34.37449628,2.016656219,0.125369392,3.060804155
ID4235011523620130716,0,0,0,0,0,0,49.46621767,50.52661747,0,0,0.007164864
ID4423611540120130716,0.111049417,0,0.064480307,0,38.60221024,0,15.13316974,46.05685014,0,0,0.032240153
ID4291211546620130716,1.807272076,3.018090632,0.023284972,0,0,0,4.717893606,74.41518897,0.155830199,15.24090991,0.621529644
NV4118111620820130716,0,0,0,0.347433647,1.230344926,0,63.5678212,34.81858233,0,0,0.035817902
MT4780411300920130718,0,0.014329214,0.035823034,0.025076124,10.06985492,0,27.17535375,61.45083289,0.517642844,0,0.711087229
ID4631911498620130718,0,0.010745563,0,0,52.05508892,0,3.096513065,44.78392464,0,0,0.053727815
ID4497911525820130719,0.037610144,0,0.162977291,0,29.23024572,0,13.06325668,57.12980873,0,0,0.37610144
NV4052111560220130719,0,0.055508801,0,8.093541282,2.37434419,0.16294519,47.41705015,36.29559332,2.959872509,0,2.641144556
OR4481412123520130720,0.089567211,0.58935225,0.021496131,0,0.191673832,0,2.85361135,95.59150186,0.600100315,0,0.062697048
ID4452811445820130720,0,0,0.098502758,0,22.39236335,0,8.761372591,68.58836593,0,0,0.159395372
UT4151911370320130720,0,0.010747295,0,0.03045067,29.99032743,0.028659454,41.24095436,28.69348714,0,0,0.005373648
WY4395910974120130720,0.062703787,0,2.271668637,0.146906016,26.75301874,0.026873052,12.36518686,57.82364112,0.068078398,0,0.481923394
ID4299711423520130721,0,0.293712055,0,0,0,0,15.00080592,82.50443254,0.055518742,2.129412397,0.016118344
CO4028410821720130721,0,0,0.120045868,5.065218949,27.3722497,0.078836093,53.09431663,13.86619365,0.026875941,0,0.376263169
CA3727911931820130722,0.148628322,1.09949144,0.15400043,0,53.25728816,0,12.04247547,33.27125564,0,0,0.02686054
WY4273810886420130722,0.300929658,1.314776004,0.01791248,2.054561413,41.43873036,0.062693679,39.26594658,15.31875257,0.016121232,0,0.209576012
WA4599612064920130724,0,4.109490882,0,0.005374225,19.38303895,0,2.481100641,73.80423489,0,0,0.216760417
OR4261412376020130726,0.116410266,3.46544406,0,0,71.35949281,0.7450257,3.503053531,20.60282608,0.017909272,0,0.189838279
OR4292312275720130726,0.003581854,0,0,0.055518742,81.78089797,0.021491126,4.454035854,13.67910167,0,0,0.005372781
OR4304512272320130726,0,0.035821109,0.032238998,0,87.68112048,0.168359214,9.813192915,2.269267279,0,0,0
OR4261812347620130726,0,7.194798682,0,0.037612839,68.10252185,2.380355352,8.375125376,13.89883938,0.00716435,0,0.003582175
TX3610010008020140403,0.041194276,1.676427919,0.252538821,0.068060108,0,0.014328444,10.39170383,86.42917271,0,1.004782118,0.121791772
OK3617009682020140403,0.270488133,3.673981191,0.044782803,26.50783699,2.18898343,0.338557994,1.927451858,59.7492163,4.204209584,1.038961039,0.055530676
OK3660009624020140403,0.506796082,3.891405956,0,39.34206049,0,0,2.492792035,51.36011175,2.385344102,0.010744793,0.010744793
OK3661009643020140403,0.150451354,1.447198739,0,28.46038114,0.030448488,0.139704829,3.745164064,63.91675025,1.832282562,0.27045422,0.00716435
OK3598009917020140403,0.014326904,2.03621125,0,0.003581726,12.63991117,0.877522878,6.948548506,76.3015097,0.001790863,1.176597002,0
ID4305611538320120709,0.137908801,1.162374181,0.001791023,0,0,0,11.10613605,87.08134828,0,0,0.510441666
ID4261811618520120709,0,0,0,0,0,0,4.222122705,95.7778773,0,0,0
FL3032108452720120709,0.041196489,2.742253269,0.137918682,0.105677951,41.58337811,0.060899158,1.42396561,0.207773598,0.023284972,0,53.67365216
ID4204811467420120710,0.00358179,1.01006483,0,0,0,0,85.81969268,11.73573552,0,0,1.430925176
CO4038810818620120710,0.003582303,0.426294107,0.028658427,0.007164607,10.69138456,0,77.40283002,11.09618485,0,0.333154218,0.01074691
ID4319911326420120710,0,0.001791055,6.252574642,0,0,0,24.22402522,69.52160908,0,0,0
ID4343111288420120710,0,0,25.27228432,0,0,0,42.84537117,30.18773287,0,1.694611637,0
ID4343711606320120710,0.080590279,1.581360364,0.555177478,0,0.042981482,0,2.532325656,94.96221211,0,0.026863426,0.218489201
CA4079212335020120711,0.57866638,3.158479344,0.060912251,0.091368376,60.78146834,1.232577305,20.70299903,13.38636282,0,0,0.007166147
AZ3400611200320120711,0,0,0,0,0.64671002,0,90.64688916,8.706400817,0,0,0
AZ3409111206020120711,0,0,0,0,0.550021499,0,73.00953132,26.35624194,0,0,0.084205246
AZ3620311378020120711,0,0.00537384,3.829756744,0,7.505463404,0,66.83265862,21.82674739,0,0,0
AZ3660111368320120711,0,0.001791665,0.815207654,0,6.09166159,0.030458308,27.68481026,65.36890386,0,0,0.007166661
ID4273111262120120711,0,1.765917435,0,0,0,0,20.02328289,74.03958091,0.945643414,2.305005821,0.920569535
ID4329011275020120711,0.001790991,0,76.07235605,0,0,0,9.809259425,14.11659353,0,0,0
CA3905112090020120711,0.093161582,1.995807729,0,0.2705269,61.42752208,13.30956519,13.49947149,9.403945035,0,0,0
ID4314911552920120711,0,0,0,0,0.988574089,0,10.91550557,87.98488485,0,0,0.111035496
UT4124111395620120711,0,0.007164735,0,0.044779595,24.98343155,0.05194433,49.26471905,25.640796,0,0,0.007164735
NV4145611441220120712,0.082391503,0,0.073435905,0.008955598,8.146012072,0,27.54562877,63.07248661,0.134333972,0,0.936755566
UT3812411301020120712,0,0.438698587,0.021487278,0,11.8287464,0,6.447973929,81.26309381,0,0,0
MT4740911286820120712,0.016118633,0,5.045132173,0,20.88616663,0,2.888817251,71.16376531,0,0,0
UT4168411381420120712,0,0.003581405,0,0.478117613,31.66678605,0.069837404,60.73347181,7.021345176,0,0,0.02686054
WA4794611964120120713,0,2.796138069,0,0,0,0,51.93365218,17.71185985,2.018736454,25.4034786,0.136134845
OR4497512084120120713,0.00716358,0.583831799,0,0,0.123571761,0,22.81779433,76.18288621,0.141480712,0,0.143271607
WY4465510549020120713,0,0.001791023,0.016119211,0,0.816706666,0,36.71060644,54.91456818,0.098506286,6.134255113,1.307447075
ID4294111360220120713,0,0,0.00716435,0,0,0,8.799613125,91.19322252,0,0,0
OR4487212099520120714,0,0.426240665,0,0,0.268639074,0,28.7730358,70.53208446,0,0,0
OR4477112100620120714,0,3.222339644,0,0,0.075229719,0,20.71862294,70.93625177,1.017392395,3.902989486,0.127174049
TX2736709735620120714,49.96059325,0,2.672494089,0,0,0,0,31.94633517,0,0,15.42057749
CO4056810518720130315,10.95546878,8.916992083,0.068068642,0.277648408,28.28072941,0,27.62870347,21.71210547,0.510514814,0.390499051,1.259269874
FL2818808080420130316,0.465732813,0.00358256,0,0,0.347508329,0,0.037616881,0.112850643,19.51420485,0.227492566,79.29101136
OR4236712381420130726,0.474782764,0.811609782,0.508823793,0.001791633,13.81169936,0.18632984,71.87494401,11.73698826,0,0,0.593030547
OR4273212351520130726,0,7.125843944,0.012536041,0.001790863,34.69976182,0.667991905,1.439853866,55.97879618,0.007163452,0,0.066261932
OR4285712358520130726,0.003581854,4.944749897,0.182674571,0.021491126,32.80262192,0.121783047,1.842864051,59.79010334,0.105664703,0,0.184465498
AZ3591311201420130726,0,0.005372878,0,0,78.16999785,0,7.772763092,14.05186618,0,0,0
ID4242311555520130727,0,0.003582688,0,0,0,0,9.082115219,90.91430209,0,0,0
WA4729912010620130727,0,0.390520037,0.035827526,0.001791376,1.047955144,0,18.8399047,79.37767587,0,0,0.30632535
MT4717911397520130727,0,0.227517019,0,0.019706198,83.22644214,0.010748836,5.378000717,10.41024722,0.173772841,0,0.55356503
WA4822512060220130728,24.50883823,0.046564106,0.082382649,0.016118344,23.28026219,0.028654835,28.65125275,23.01520497,0.078800795,0,0.291921128
ID4321511470020130728,0.288339273,1.15514802,0,0,0.02507298,0,49.36153447,48.70784605,0,0,0.462059208
ID4287511688620130729,0.007165762,0.021497286,0,0.023288726,2.404113147,0,62.11103348,32.43761308,0,0,2.995288511
TX2956409435020130730,25.22030377,3.678893824,0.755838945,0.060896977,0.370755123,0.331351196,0.017910875,0.250752257,3.462172231,0,65.8511248
OR4380111810220130731,0,1.083588559,0,0,0.064477997,0,19.31653323,69.37474254,0,0,10.16065768
ID4298711401020130731,0,0,0,0,0,0,3.213326169,96.78667383,0,0,0
ID4270211406820130731,0,2.21573404,0,0,0,0,0.609013398,85.03439134,0.017912159,12.12294906,0
ID4236411513020130731,0,0,0,0,0,0,1.494061375,98.50593863,0,0,0
OR4450012161420130731,0.035824318,0.089560794,0,0.003582432,83.0658451,0,10.23858995,5.703231353,0.257935086,0,0.605430967
CA4133312337620130731,0.041203131,2.642374734,0.078823382,0.03582881,47.27432328,0.240053027,3.131437989,46.51654395,0.030454488,0,0.008957202
CA4130012313520130731,0.064494169,4.095379709,0.08420072,0.077034701,56.02751751,0.639567172,6.857879933,32.12705351,0,0,0.02687257
ID4275411432420130801,0.001791152,0.35643919,0,0,0,0,1.391724879,95.39853126,0.0519434,2.799570124,0
ID4557211499520130801,0.008956079,0,0.188077667,0,57.20785269,0,11.21659382,31.3623988,0,0,0.016120943
ID4297811589920130801,8.088261633,0.881183508,0.001791023,0,0,0,26.43013218,41.6771143,0.399398216,22.38421034,0.137908801
AZ3589811315620130801,0,0,0.248970088,0,85.30360021,0,9.321153502,5.126276196,0,0,0
CA3824712003420130805,0.324146206,1.92338688,0,0.005372589,81.05625101,0.395780727,11.1714035,5.062769749,0,0,0.060889343
WY4239610486020120714,0,0.012536939,0,0,19.06152055,0,3.02677532,77.87051133,0.003581983,0,0.025073878
MT4590310493520120714,0.025076573,0,0,0,0.023285389,0,34.39789357,65.53583263,0,0,0.017911838
MT4578810653320120714,0,1.336055591,0.010745755,0,6.900565943,0,20.92556773,62.27702557,1.182033097,2.027365857,5.340640447
