ID,Latitude,Longitude
TX2972209389920180101,29.706,-93.908
NM3623610471320180404,36.241,-104.689
CO4037010225020180404,40.385,-102.263
KS3822109658520180405,38.219,-96.591
CA4114012366020180816,41.141,-123.653
UT4194311112320180816,41.964,-111.065
OR4531411905220180816,45.321,-119.062
WA4646011897220180817,46.449,-118.983
OR4514511998420180817,45.174,-119.982
OR4480012022420180817,44.82,-120.304
WA4630012057020180817,46.286,-120.617
OR4453312109120180817,44.505,-121.095
OR4529512038520180817,45.229,-120.431
NV4125111540220180817,41.247,-115.385
NV4122511531320180817,41.211,-115.335
NV4181211632420180817,41.716,-116.019
ID4306211533920180817,43.06,-115.3
ID4377511211520180818,43.77,-112.08
ID4281911470620180818,42.812,-114.652
ID4399611463320180818,44.005,-114.6
NV4077311684220180818,40.822,-116.784
CA3511712010020180819,35.119,-120.097
OR4408412223820180819,44.056,-122.213
ID4349011505720180820,43.485,-115.009
CO3746110780820180601,37.493,-107.903
WA4671912050220180602,46.731,-120.478
NV3928711942120180603,39.3,-119.412
FL2638008071020180604,26.387,-80.723
AZ3446111050020180604,34.513,-110.451
CA3490011851020180604,34.55,-118.292
CA3641012100020180604,36.391,-120.962
TX3067510426320180604,30.68,-104.275
TX3086610127820180604,30.887,-101.279
TX3066810414020180605,30.703,-104.167
MS3108908905920180122,31.095,-89.069
TX3272509755820180122,32.738,-97.596
MS3114808912920180123,31.158,-89.128
TX3095610045720180124,30.971,-100.442
OK3529509619120180124,35.301,-96.18
TX3401610055920180125,34.045,-100.553
CO3871810473120180408,38.695,-104.749
FL2601008090020180410,25.972,-81.045
OR4258012299020180822,42.587,-122.992
ID4275711555220180822,42.731,-115.562
MT4774711319920180822,47.759,-113.179
NV4064611615820180823,40.618,-116.085
MT4898011397620180823,48.994,-113.965
UT3987211174320180824,39.925,-111.693
ID4416411519420180825,44.185,-115.168
UT3746611221320180825,37.475,-112.217
MT4715410847520180825,47.15,-108.482
WY4211510536620180826,42.099,-105.301
UT4063111090120180828,40.669,-110.858
MT4775011454020180830,47.754,-114.52
NV4065711551820180830,40.658,-115.526
MT4835010534020180831,48.324,-105.268
WA4631611950220180901,46.35,-119.513
WA4617012050020180901,46.149,-120.529
WA4742412023220180901,47.431,-120.198
UT4086311275320180901,40.852,-112.781
CA3927312065620180903,39.276,-120.632
UT4096610909120180902,40.962,-109.056
AZ3153510989320180607,31.523,-109.885
NM3317110576920180607,33.185,-105.759
NM3698710394020180607,37.001,-103.938
UT3935811121620180607,39.409,-111.174
CO3751310811120180608,37.513,-108.096
FL2610008151020180608,26.093,-81.511
CA3994012236020180609,39.924,-122.349
CA3966012253020180609,39.623,-122.559
ID4268911299220180609,42.698,-112.976
NM3690210301720180609,36.863,-102.981
WY4102310619920180610,41.055,-106.11
MO3686409307820180126,36.86,-93.072
FL3049108684320180129,30.499,-86.839
OK3668409662320180130,36.735,-96.623
AZ3365610950620180411,33.629,-109.445
MN4797609546420180411,47.974,-95.44
KS3769109599620180411,37.71,-96.043
NM3524310812720180412,35.242,-108.089
NM3358510552620180412,33.589,-105.531
NM3349810333820180412,33.603,-103.16
TX3545110094320180412,35.475,-100.918
OK3657009934020180412,36.585,-99.352
OK3585009921020180412,36.003,-99.003
NM3518410813520180412,35.176,-108.102
MO3691709150920180412,36.928,-91.501
MO3742309121320180412,37.431,-91.218
MT4762510936620180903,47.627,-109.386
NV4130311596620180903,41.28,-115.947
CA4061612352420180904,40.625,-123.512
CA3839611945120180904,38.386,-119.429
CA4094312242720180905,41.007,-122.462
ID4278011563020180906,42.795,-115.623
UT3980611166020180906,39.982,-111.53
OR4383912111420180907,43.844,-121.08
ID4499511530920180907,45.013,-115.291
WA4610611995920180908,46.072,-119.924
CA3873012240020180908,38.714,-122.39
WA4675811948720180908,46.78,-119.469
MT4603311134220180910,46.032,-111.318
ID4430911239820180912,44.332,-112.32
CO4065310857420180913,40.683,-108.546
WY4374310807320180913,43.717,-108.08
WA4746411950620180611,47.436,-119.49
CA3756511912720180611,37.588,-119.163
WY4421310768820180614,44.199,-107.67
OR4261111754220180615,42.595,-117.521
CA3735012030020180615,37.406,-120.292
NM3250810502620180615,32.522,-105.007
NM3530710473420180615,35.306,-104.791
NV3881811941120180617,38.812,-119.411
WA4696612008020180620,46.966,-120.05
OR4516012107120180621,45.022,-121.004
OR4453912142620180621,44.55,-121.4
WA4597011911020180622,45.985,-119.085
OR4527212061320180622,45.273,-120.583
NM3594710429820180622,35.953,-104.305
CA4034012191020180623,40.331,-121.831
NV4040711826020180623,40.378,-118.262
NV4056511665220180623,40.561,-116.632
CA4051012242020180624,40.486,-122.518
AR3497109415320180202,34.976,-94.163
NC3495207953720180202,34.964,-79.537
FL2998708547120180203,29.978,-85.462
FL2998908545620180203,29.99,-85.458
OK3642109646420180203,36.448,-96.478
FL2751908119020180204,27.525,-81.175
AZ3170611160020180208,31.705,-111.6
AR3606009267020180412,36.056,-92.671
MS3147008870020180412,31.467,-88.692
OK3577809994720180412,35.811,-99.897
OK3661509648420180412,36.635,-96.478
VA3862007900620180413,38.631,-79.005
TX3565810161920180413,35.619,-101.631
TX3482010022020180413,34.913,-100.011
TX3379010084720180413,33.781,-100.872
TX3097610133020180413,30.98,-101.374
UT4071511223920180915,40.71,-112.227
WY4304211058720180915,43.06,-110.387
ID4458311709720180915,44.589,-117.075
CO4097810674720180915,41.04,-106.613
WY4270611067920180916,42.72,-110.64
WY4326210530420180917,43.245,-105.349
ID4223511346220180922,42.221,-113.446
ID4257811155220180922,42.595,-111.54
CA3449011860020180922,34.521,-118.559
ID4456711532320180925,44.579,-115.302
ID4415711658520180928,44.156,-116.578
NV4067411551020180930,40.669,-115.448
OR4566812083320181003,45.65,-120.778
CA3641011873720181004,36.409,-118.733
CA3622011862020181004,36.239,-118.632
NM3619710545320180624,36.196,-105.46
TX3286909912820180624,32.875,-99.119
NM3242610655220180624,32.454,-106.527
FL2975008486020180624,29.765,-84.866
UT4192311225720180627,41.943,-112.279
NV4067711610520180627,40.666,-116.072
CO3749610529120180627,37.543,-105.144
UT3739711342320180627,37.441,-113.387
WA4619311979920180628,46.175,-119.762
CO3981210599520180628,39.813,-105.982
TX3251909900020180628,32.551,-99.026
NM3597510490820180628,35.983,-104.895
UT3809211295120180628,38.124,-112.912
CO3905510606920180628,39.032,-106.025
FL2654008044020180629,26.547,-80.44
CA3805012095020180629,38,-120.846
NM3636510508520180629,36.355,-105.058
CO4078210783620180629,40.761,-107.77
CO3881510530620180629,38.815,-105.3
UT3873211191320180629,38.695,-111.889
AZ3192011006020180210,31.933,-110.03
AZ3514711184120180210,35.172,-111.858
FL2616308144920180212,26.171,-81.467
MO3658909284620180215,36.587,-92.862
OK3680809902720180218,36.808,-99.018
CA3741111851120180219,37.41,-118.445
TX3267009971820180413,32.676,-99.716
OK3566409983720180413,35.68,-99.817
TX3522410013020180413,35.214,-100.068
TX3528510009820180414,35.256,-100.084
TX3058509935320180414,30.575,-99.348
TX2722009737020180414,27.262,-97.358
MN4796209527420180414,47.948,-95.336
TX2832009645020180415,28.32,-96.455
KS3846809659720180416,38.479,-96.643
CO3884110346320180417,38.814,-103.434
CO3719010399120180417,37.215,-103.902
NM3330310348220180417,33.372,-103.362
NM3250010342220180417,32.499,-103.418
CA4022012217020181007,40.23,-122.143
CA3622011858020181013,36.22,-118.578
OR4335511882520181016,43.345,-118.866
ID4297711484720181020,42.979,-114.867
CA3982012144020181108,39.748,-121.565
CA3424011893020181108,34.207,-118.953
CA3424011870020181108,34.125,-118.824
ID4319611555020181111,43.174,-115.503
AZ3158811049120181114,31.578,-110.513
CA3881012220020180630,38.683,-122.155
NM3367210897820180630,33.691,-108.977
WA4676112069020180701,46.739,-120.665
WA4728211975220180701,47.136,-119.901
NV4130611477420180701,41.322,-114.731
UT4010011096020180701,40.111,-110.877
NV4073711459620180701,40.672,-114.571
TX3096410129920180702,30.954,-101.28
OK3475809868420180702,34.767,-98.712
TX3275909835520180702,32.767,-98.352
WA4725411999320180703,47.263,-120
TX3310109880620180703,33.111,-98.81
CO3937110704320180703,39.419,-107.037
ID4302611590820180704,43.007,-115.896
NV4019211447220180704,40.233,-114.468
OR4241211864020180705,42.405,-118.633
CO3849510481220180224,38.498,-104.82
TX3272009947720180226,32.749,-99.478
FL2628508101720180303,26.275,-81.029
CO3740110227620180417,37.433,-102.088
CO3853910404720180417,38.552,-103.981
TX3522110086920180417,35.297,-100.745
CA3669011811020180419,36.688,-118.085
KS3834709637320180419,38.354,-96.407
FL2617008072020181130,26.169,-80.719
TX2783809987320181214,27.857,-99.886
FL2634008064020190119,26.346,-80.645
TX3573710081820190203,35.738,-100.769
NM3145210885920190207,31.402,-108.891
NV4152811742720180705,41.609,-116.94
NV4069611507520180705,40.733,-115.067
CA4188012254020180705,41.946,-122.534
AZ3146411144720180705,31.467,-111.458
CO4049510817220180706,40.511,-108.169
CA3409611695820180706,34.105,-116.946
CA3338011743020180706,33.364,-117.418
CO3974610840620180707,39.755,-108.406
WY4410810779120180708,44.162,-107.805
CA3664611822120180708,36.65,-118.233
AZ3689811361420180708,36.903,-113.614
AZ3477911297320180708,34.767,-112.927
UT4067911258520180709,40.677,-112.582
TX3300809836120180710,33.021,-98.35
NY4487007364020180712,44.87,-73.637
WA4786511845020180713,47.857,-118.418
CA4129012012020180713,41.268,-120.105
SC3319307953020180304,33.189,-79.542
CO3773310232920180304,37.792,-102.319
KS3717009984020180305,37.178,-99.844
NJ3974007449020180422,39.749,-74.483
NM3154510871520180422,31.51,-108.691
FL2755008114020180422,27.555,-81.154
CO3699510252520190213,37.05,-102.486
WA4754012029720180713,47.527,-120.327
CA3765211988120180713,37.635,-119.807
OR4393211800020180714,43.779,-118.053
NV4090511565520180714,40.886,-115.665
ID4432111583220180714,44.331,-115.822
OR4275312292520180715,42.743,-122.907
OR4293812266120180715,42.942,-122.663
OR4307312203920180715,43.07,-122.011
CA4195612355120180715,41.895,-123.566
OR4252812357120180715,42.488,-123.619
OR4209912285420180715,42.087,-122.842
TX3358909875820180715,33.604,-98.741
TX3359209874120180715,33.6,-98.822
OR4408012020420180716,44.07,-120.192
ID4219111649020180716,42.163,-116.444
ID4216511601820180716,42.164,-116.032
NV4127811541520180716,41.247,-115.412
ID4243811478320180716,42.411,-114.796
OK3648509869620180306,36.48,-98.69
OK3653909624720180306,36.518,-96.231
OK3604809634920180306,36.044,-96.337
OK3661909600520180306,36.641,-96.017
OK3675409618220180306,36.751,-96.177
OK3679809650120180307,36.789,-96.487
NM3692110306120180308,36.984,-103.089
NV4148111750720180308,41.494,-117.478
NM3404410792620180427,34.03,-107.933
AZ3455711116020180427,34.59,-111.11
OR4327211882920180427,43.275,-118.824
MN4884009637020180429,48.925,-96.449
AZ3282711447820190216,32.85,-114.461
TX3565510232420190216,35.663,-102.275
ID4251811561720180716,42.491,-115.623
NV4074311639520180716,40.739,-116.406
ID4316911383020180716,43.155,-113.849
OR4282612280720180716,42.828,-122.699
OR4269312315820180716,42.661,-123.158
OR4237012386020180716,42.418,-123.873
ID4427411715120180716,44.273,-117.147
ID4203511639220180716,41.981,-116.369
TX3378209927320180716,33.792,-99.257
OR4557512110320180717,45.5,-120.939
ID4241811550420180717,42.34,-115.439
ID4247711313220180717,42.483,-113.042
ID4304311477420180717,43.055,-114.705
AZ3456511095220180717,34.559,-110.959
TX3455510115820180717,34.586,-101.113
UT3855611251720180717,38.573,-112.519
AZ3546411175320180717,35.478,-111.741
ID4482311528620180718,44.838,-115.23
OK3464409522620180309,34.649,-95.212
FL3033808442820180309,30.35,-84.451
FL2788008060020180429,27.882,-80.607
TX3127709795020180718,31.333,-97.972
TX3065009856720180718,30.654,-98.578
WA4665411975020180719,46.69,-119.645
WA4695212028320180719,46.85,-120.11
CO4022310665520180719,40.234,-106.587
MT4496811110220180720,44.972,-111.098
CO4019210820120180720,40.209,-108.164
NM3577110680320180720,35.784,-106.813
UT3806611313920180720,38.075,-113.124
MT4758010779320180720,47.593,-107.796
AZ3486411159820180720,34.866,-111.583
NV4194911609820180721,41.948,-116.077
NV4047911681120180721,40.497,-116.797
AZ3616611201020180721,36.178,-111.978
NM3470710514020180721,34.687,-105.164
UT3930510987820180721,39.295,-109.882
ID4344911614820180722,43.423,-116.127
CO3778110864120180722,37.775,-108.652
TX2708809759120180311,27.068,-97.593
FL2769908195820180312,27.702,-81.958
OK3611609622220180312,36.124,-96.203
NM3284010356920180314,32.874,-103.568
SC3308907968520180314,33.096,-79.693
CO3765810847420180722,37.608,-108.476
ID4533411639120180723,45.232,-116.376
NV4048111917220180723,40.474,-119.163
TX3165409878420180723,31.643,-98.801
TX3157209838720180723,31.538,-98.389
CA4065012263020180723,40.715,-122.593
NV4186711864020180724,41.864,-118.652
OR4240411760120180724,42.375,-117.46
ID4204811559720180724,42.131,-115.624
NV4061211588320180724,40.623,-115.903
NV4076011752020180724,40.777,-117.49
NV4020611674720180724,40.165,-116.742
AZ3461611082220180724,34.578,-110.84
AZ3154810940620180724,31.541,-109.401
OK3434009530020180724,34.314,-95.318
NV4160011549220180725,41.591,-115.485
KS3828909792520180314,38.259,-97.952
OK3505109558620180314,35.052,-95.594
TX3349110263920180315,33.493,-102.711
TX3563010229820180315,35.68,-102.202
OK3630009629420180315,36.311,-96.292
OK3527609599220180315,35.289,-95.975
OK3688209628620180315,36.915,-96.262
OK3535809587220180315,35.367,-95.871
TX3550410191220180315,35.509,-101.885
FL2624508122220180430,26.239,-81.244
FL3030208260020190308,30.297,-82.596
ID4451711685020180725,44.464,-116.843
ID4401511615420180725,43.998,-116.147
ID4447411719020180725,44.463,-117.171
CA3372011680020180725,33.715,-116.705
NV4180711406520180726,41.623,-114.034
UT4191911362320180726,41.922,-113.628
ID4218811351720180726,42.184,-113.523
ID4467611644820180726,44.663,-116.35
ID4409311186520180726,44.137,-112.006
WY4379410794120180726,43.788,-107.925
FL2523008087020180726,25.227,-80.863
AZ3396511111320180726,33.959,-111.1
AZ3228010995520180726,32.287,-109.981
OR4542812106020180726,45.343,-120.976
OR4576612011120180727,45.772,-120.08
WA4779011998320180727,47.782,-119.962
AZ3636911230720180726,36.366,-112.298
CA3906012314020180727,39.055,-123.019
CA4063012088020180727,40.627,-120.824
CO3853310473120180316,38.527,-104.716
SC3325707977220180316,33.259,-79.769
OK3530709947020180316,35.307,-99.435
OK3568809627620180316,35.685,-96.299
TX3570910228420180319,35.729,-102.262
TX3542910206920180319,35.448,-102.041
TX3054610425020180430,30.584,-104.196
PA4117007792020180501,41.164,-77.924
KY3698008304020180501,36.976,-83.034
CA3686012078020180502,36.849,-120.786
VA3789207918220180503,37.905,-79.154
TX3479610055320180503,34.808,-100.521
FL3047008679020180504,30.473,-86.795
FL2783908058120190308,27.837,-80.576
FL3022308247020190309,30.222,-82.47
FL3018908244020190309,30.19,-82.442
AZ3394811199720180727,33.958,-111.995
AZ3425711025720180727,34.251,-110.29
NV3986111961620180727,39.802,-119.496
UT4050711296920180727,40.547,-112.96
ID4792411632520180727,47.93,-116.322
CA3924012311020180727,39.269,-122.775
WY4377310790720180728,43.749,-107.95
WY4152710878820180728,41.51,-108.791
WY4121410901620180728,41.201,-108.973
ID4827011617020180728,48.283,-116.144
ID4880511669920180728,48.802,-116.704
CO3940410789020180728,39.402,-107.9
NV3722911623920180728,37.255,-116.249
WA4785112054920180728,47.816,-120.478
OR4597411899820180729,45.955,-119.024
ID4346711414520180729,43.532,-114.047
WA4845112057920180729,48.384,-120.446
MT4896011593020180729,48.989,-115.91
MT4767011476020180729,47.664,-114.738
AZ3494811187820180729,34.974,-111.871
OK3557109641620180320,35.581,-96.42
FL2630008117020180321,26.308,-81.116
FL2614008162020180321,26.139,-81.595
FL2602608156620180321,26.034,-81.56
LA3112509257120180322,31.133,-92.562
OK3470609557820180322,34.726,-95.526
AR3483509369420180322,34.842,-93.69
NC3497007946020180506,34.98,-79.476
TX3481010130620180508,34.895,-101.207
TX3458510088820180509,34.597,-100.891
TX3575010162220190313,35.767,-101.603
TX3573210066420190313,35.746,-100.648
CO3968910875820180729,39.685,-108.729
CO3991610764020180729,39.919,-107.593
CO3845710866520180729,38.511,-108.658
WA4651012014520180730,46.513,-120.143
AZ3321510968220180730,33.199,-109.674
WA4661012135020180730,46.593,-121.36
CA3919012180020180731,39.198,-121.826
ID4784911596620180731,47.86,-115.942
WA4567012103420180801,45.681,-120.937
OR4542012124020180801,45.371,-121.161
CA3834911992920180801,38.383,-119.822
WA4673711934020180802,46.746,-119.32
WA4774811807520180802,47.775,-118.029
MT4751911318820180802,47.504,-113.182
ID4485611430720180802,44.848,-114.23
MT4512311354720180802,45.104,-113.509
UT4181111267420180803,41.813,-112.679
KS3820209848220180322,38.217,-98.478
GA3239508464820180322,32.418,-84.655
OK3434009756220180322,34.337,-97.553
TX3546110085220180323,35.496,-100.793
OK3470209541820180323,34.704,-95.435
MS3117008848620180323,31.177,-88.487
OK3507109540520180324,35.069,-95.412
OK3635309623520180324,36.35,-96.233
OK3650509633420180324,36.467,-96.3
TX3464410105120180510,34.66,-101.062
UT4111911283520180510,41.124,-112.837
MS3113008897020180510,31.135,-88.966
AZ3468811236620180511,34.693,-112.343
AZ3198010937020180512,31.982,-109.353
UT4185411239220180803,41.855,-112.356
CA3540011877020180803,35.388,-118.758
ID4295711234620180804,42.961,-112.323
WA4757812313020180804,47.579,-123.151
UT3995111140220180804,39.926,-111.31
WA4798411942320180806,47.982,-119.445
AZ3636511203320180806,36.349,-112.015
MT4497811185720180806,45.012,-111.83
CA3367611751620180806,33.704,-117.468
CA3580012036020180806,35.81,-120.32
UT3975011145120180806,39.737,-111.441
NM3436210506320180807,34.37,-105.076
CA4089112222820180809,40.984,-122.279
CA4099012153020180809,40.998,-121.489
MT4736310474020180809,47.36,-104.755
ID4603311692920180809,46.032,-116.912
OR4548011857620180810,45.47,-118.572
CA3831012199020180810,38.312,-121.999
