ID,Latitude,Longitude
ID4342011485220130807,43.431,-114.932
CA3391811691120130807,33.879,-116.804
OR4275011847620130808,42.739,-118.498
OR4325611768420130808,43.271,-117.689
ID4299511589420130808,43.01,-115.896
NV4007011490520130808,40.072,-114.892
UT4197511236920130808,42.029,-112.343
WA4732812014720130809,47.323,-120.161
WA4701412103420130809,47.018,-121.009
WA4651612128520130809,46.52,-121.293
ID4329411554820130809,43.385,-115.651
ID4334011550020130809,43.478,-115.484
CA3911912064620130810,39.136,-120.588
CA4103512348820130810,41.031,-123.469
UT4034111267020130810,40.415,-112.643
WA4611812034420130811,46.098,-120.314
MT4767511333320130811,47.66,-113.319
UT4164511180820130811,41.642,-111.779
NV4069111780220120722,40.7,-117.794
ID4282311405220120722,42.819,-114.16
NV3896711953420120722,38.956,-119.536
MT4724211200820120722,47.269,-111.999
MT4548310830020120722,45.509,-108.299
MT4686410765420120723,46.858,-107.667
CA4049312045120120723,40.553,-121.423
OK3631809902420120723,36.308,-99.04
NV4061611566620120723,40.616,-115.633
OR4348912075720120723,43.465,-120.732
MT4750010821620120724,47.502,-108.198
OR4209111842320120724,42.1,-118.417
ID4351111613920120724,43.492,-116.098
MT4728310820020120725,47.269,-108.196
OK3465809881020120725,34.769,-98.807
AR3499009317820120725,35.003,-93.182
MT4554010916620120725,45.518,-109.183
WY4411310981120120725,44.118,-109.787
WA4564912112420120726,45.643,-121.105
NC3472807702520130329,34.735,-77.02
FL2857008259320130329,28.565,-82.591
FL3083208681920130329,30.834,-86.82
FL2846408065320130401,28.478,-80.658
ND4588110254820130403,45.826,-102.479
KY3751908392720130403,37.528,-83.922
FL2545608036420130403,25.455,-80.363
OR4311811880120130812,43.121,-118.777
OR4473511854320130812,44.731,-118.529
MT4482411189420130812,44.844,-111.884
ID4250611694020130813,42.526,-116.922
ID4523311513120130813,45.231,-115.13
UT4078411140920130813,40.772,-111.428
WY4458611055120130814,44.592,-110.485
WY4434311031120130814,44.352,-110.301
AZ3453511283420130815,34.554,-112.848
UT3976811230220130815,39.843,-112.311
OR4551712135520130816,45.518,-121.386
MT4548111089520130816,45.298,-110.803
CA3944512141720130816,39.464,-121.411
CA3785712008620130817,37.916,-119.969
ID4388711518020130817,43.875,-115.16
NV4140911643520130817,41.396,-116.404
CO4051910728920130817,40.518,-107.275
MT4677211425120130818,46.77,-114.247
MT4674711435120130818,46.746,-114.322
ID4633711602720130818,46.321,-116.007
NV3887711778720130818,38.876,-117.803
NV3826311825020130818,38.25,-118.89
WA4765212058420130819,47.654,-120.571
NV4125911609620130820,41.246,-116.118
ID4290811399520120726,42.947,-114.074
ID4642611450620120727,46.476,-114.51
WY4225910719620120727,42.242,-107.164
UT4054911295520120727,40.633,-112.949
ID4318111213620120727,43.17,-112.147
UT3903111231520120727,39.044,-112.329
ID4444511516620120727,44.455,-114.982
WY4468111032320120727,44.695,-110.304
TX3277009954020120728,32.79,-99.524
MT4730010831620120728,47.33,-108.331
ID4606011473320120728,46.049,-114.73
ID4597711487820120728,45.944,-114.883
MT4760011366720120728,47.58,-113.646
MO3671409219920120728,36.718,-92.203
TX2967809406420120728,29.679,-94.058
WY4457710546720120728,44.564,-105.476
ID4382911647620120728,43.816,-116.457
CA4001012127720120729,40.095,-121.199
OK3436109579520120729,34.382,-95.79
UT4000611394320120729,40.008,-113.957
ID4542411459020120730,45.473,-114.506
MT4753011314920120730,47.538,-113.146
MT4731610803320120731,47.315,-108.078
MT4751210806020120731,47.487,-108.05
MT4751610788920120731,47.519,-107.872
MT4574610716620120731,45.648,-107.258
WV3796508247320130406,37.962,-82.467
WY4486210829520130412,44.869,-108.272
ID4292511421220130822,42.939,-114.238
CA3620811844420130823,36.23,-118.427
CA4002112187220130823,40.075,-121.859
OR4351211831720130824,43.53,-118.285
TX2963009419420130824,29.631,-94.206
ID4355711510020130824,43.571,-115.045
WA4604511708320130829,46.033,-117.09
ID4450111717720130829,44.518,-117.12
ID4460411708620130829,44.652,-117.055
ID4514711504320130830,45.145,-115.026
WY4368810966320130830,43.696,-109.654
LA2985009350920130905,29.842,-93.494
CA3790512187420130908,37.883,-121.901
CA4033512251120130909,40.457,-122.522
WA4603312001420130910,46.047,-120.022
ID4308711468320130911,43.104,-114.733
AR3333509185320130914,33.325,-91.882
OR4237611972920130916,42.376,-119.712
AR3337009208720130917,33.388,-92.099
KS3751009660020140412,37.519,-96.605
WA4806011985120120801,48.009,-119.826
CA4083812232620120801,40.841,-122.321
MT4604110623220120801,46.039,-106.257
MT4573810684020120801,45.754,-106.796
MT4612910642720120801,46.153,-106.424
MT4615910618220120801,46.162,-106.199
AR3564409329020120801,35.643,-93.282
NE4172010218820120802,41.658,-102.154
NE4138510192220120802,41.345,-101.869
WA4618911700520120802,46.246,-116.979
MT4515310414320120802,45.148,-104.151
OK3521109719820120803,35.165,-97.23
OK3509409853220120803,35.098,-98.529
OK3488909789420120803,34.929,-97.876
OK3595609643920120803,36.046,-96.398
OK3562709719920120803,35.65,-97.192
OK3557309829320120803,35.57,-98.296
CO4028510839520120803,40.273,-108.378
ID4371111536820120803,43.719,-115.394
OR4473312173020120804,44.742,-121.713
OK3593309667320120804,35.948,-96.649
OK3618409665920120804,36.195,-96.643
OK3615809694020120804,36.193,-96.94
OK3510609554620120804,35.123,-95.539
WI4586009263320131001,45.858,-92.611
CA3337411729920131005,33.362,-117.314
TX2962509426120131024,29.619,-94.283
TN3586208313020131104,35.855,-83.13
WV3888307928320131110,38.863,-79.304
KS3914109677420131117,39.156,-96.771
MT4819710878620131119,48.203,-108.791
CA3881312282620131122,38.802,-122.839
AZ3341710997520140419,33.45,-110.046
FL2622808103920140422,26.216,-81.046
NJ3932007511020140424,39.321,-75.096
PA3983007868020140424,39.844,-78.67
FL2538008041020140424,25.378,-80.417
FL2710008093020140424,27.083,-80.936
OK3657009630020140424,36.561,-96.304
CA3552511846520120804,35.527,-118.448
UT3719411389320120804,37.201,-113.881
WA4793011990920120805,47.965,-119.909
OR4451212138520120805,44.525,-121.38
CA4196012323320120805,41.962,-123.228
CA4188812325320120805,41.903,-123.22
OK3598509670120120805,36.005,-96.696
TX2970809412020120805,29.7,-94.133
UT4043311193320120805,40.417,-112.008
CA4175212099720120805,41.764,-120.979
ID4227711406020120805,42.299,-114.112
CA4114311975020120805,41.255,-119.558
NV4099111704620120805,41.001,-117.004
NV4044211636320120805,40.443,-116.341
NV3990511625520120805,39.922,-116.261
NV4130311651320120805,41.29,-116.416
ID4295911374920120805,43.009,-113.886
ID4295911379120120805,43.013,-113.65
NV4120611804020120805,41.2,-118.069
NV4197311836620120805,41.998,-118.248
ID4409011605220120805,44.105,-116.08
NV3719111490920120805,37.232,-114.868
NV3964711742320120805,39.68,-117.48
UT4018811255220120805,40.183,-112.598
ID4207011315620120806,42.082,-113.143
ID4245711348820120806,42.443,-113.5
OR4211012080120120806,42.015,-120.681
OR4394511718320120806,43.93,-117.156
ID4259311566320120806,42.699,-115.567
TX3281509825520120807,32.806,-98.246
AZ3473611239020130430,34.749,-112.372
CA4018812160120130501,40.173,-121.65
CA3415911784320140116,34.16,-117.875
MO3745009111920140130,37.458,-91.115
OK3645309636520140411,36.449,-96.352
NE4165810253920120807,41.644,-102.495
MT4501510635920120807,45.007,-106.362
ID4631911465120120808,46.303,-114.62
ID4606011494620120808,46.062,-114.948
ID4615011493120120808,46.147,-114.957
MT4576211467220120808,45.753,-114.683
MT4584711463020120808,45.845,-114.605
MT4582711468420120808,45.826,-114.664
ID4578511473920120808,45.802,-114.743
MT4585711450520120808,45.861,-114.509
ID4639911493920120808,46.418,-114.886
LA2988509348020120808,29.893,-93.468
AZ3389711114620120808,33.923,-111.112
AZ3666511252620120808,36.655,-112.529
NV4155611620920120808,41.579,-116.241
NV4180111616720120808,41.843,-116.17
NV4185011597020120808,41.853,-115.927
ID4258511693320120808,42.579,-116.961
CA3791111886320120808,37.956,-118.848
ID4296311508420120808,42.951,-115.075
MT4721111311120120808,47.211,-113.107
ID4569811508120120809,45.703,-114.957
WY4306610945120120809,43.098,-109.298
TX2967409412120120809,29.67,-94.128
NV4005111750320120809,40.031,-117.493
CA3337111674720120809,33.39,-116.721
ID4465311487020120831,44.683,-114.862
TX3291609836520120810,32.909,-98.369
WY4274510566020120810,42.752,-105.687
NV4156211539020120810,41.568,-115.41
CA3394511686920130501,33.959,-116.909
CA3420011896420130502,34.133,-119.004
OR4515911997920130510,45.169,-119.968
FL2867508073220130512,28.672,-80.733
TN3658608406520130512,36.582,-84.057
FL2636608070120130513,26.381,-80.693
MN4812109553220130513,48.158,-95.527
MN4797009546320130513,48.006,-95.485
FL3073008682020140202,30.724,-86.821
AL3369008589020140202,33.698,-85.901
AR3462009322020140202,34.625,-93.217
MS3109008910020140213,31.096,-89.109
FL2760808118620140414,27.605,-81.184
KS3841909654720140415,38.421,-96.526
OK3683209627720140416,36.851,-96.277
VA3696008182020140417,36.938,-81.725
OK3650009650020140417,36.508,-96.523
OK3655009625020140417,36.552,-96.266
FL2940008170020140417,29.384,-81.682
NV4077811607020120810,40.794,-115.969
NV4036011678320120810,40.35,-116.804
NV4197111573620120810,41.945,-115.766
ID4217111589120120810,42.165,-115.91
UT3873811283720120810,38.738,-112.848
CA3534111823820120810,35.282,-118.222
NV4190111784920120810,41.803,-117.866
NV4150711760120120810,41.486,-117.608
OR4207311765520120810,42.06,-117.609
OR4220411717120120810,42.203,-117.164
UT3752411382520120810,37.536,-113.823
NV3710011464920120810,37.122,-114.666
WY4466711063920120810,44.682,-110.622
ID4607011453320120811,46.059,-114.513
CA3837612016620120811,38.395,-120.157
CA3901212244220120812,39.022,-122.405
CA3901312259520120812,39.011,-122.587
ID4596911507620120812,45.957,-115.021
AZ3384311153020120812,33.842,-111.529
CA4062112015220120812,40.603,-120.09
UT3718311382520120812,37.175,-113.835
WA4716512081620120813,47.123,-120.699
CA4019912165420120813,40.208,-121.631
ID4598111500420120813,45.986,-114.976
MT4770211449320120813,47.696,-114.462
AR3506109306220120813,35.051,-93.054
AR3385909316920120813,33.851,-93.157
AZ3633311376620120813,36.346,-113.755
SC3514908136320130513,35.139,-81.385
WI4627409167120130514,46.334,-91.607
AZ3300611018420130514,33.025,-110.263
CA3481811891020130515,34.789,-118.911
AZ3143511076720130517,31.455,-110.761
AZ3302711459320130519,33.055,-114.655
CA3312611651920130523,33.12,-116.542
CA3306911654520130526,33.041,-116.498
FL2858008245420130527,28.599,-82.448
CA3454311980320130527,34.552,-119.774
CA3459511843720130530,34.668,-118.457
NM3571510568020130530,35.727,-105.671
AZ3310111008020130530,33.113,-110.077
OK3665009603020140220,36.629,-96.01
CA3312711649920120813,33.138,-116.495
CA3317711645720120813,33.191,-116.462
NV4179311773820120813,41.772,-117.682
UT3721811355820120813,37.203,-113.544
WA4801011889620120814,47.99,-118.904
TX3293510092320120814,32.941,-100.927
WY4443210695920120814,44.427,-106.937
CA3355611691120120814,33.581,-116.856
MT4646710918320120814,46.474,-109.148
AR3348509188420120814,33.47,-91.899
ID4209511557520120816,42.018,-115.446
ID4287011443220120816,42.88,-114.384
CA4127412046520120817,41.295,-120.425
CA4099512207820120818,41.032,-122.055
CA3986612313320120818,39.894,-123.047
CA4038712182320120818,40.424,-121.776
OR4472311751620120818,44.734,-117.49
UT4007811137120120819,40.099,-111.36
NM3589210662020130531,35.89,-106.557
OR4554912089520130601,45.548,-120.862
CO3746210694320130605,37.514,-106.944
CO3758810686320130605,37.628,-106.839
CO3769910713620130605,37.686,-107.144
WA4652112025720130607,46.469,-120.208
AZ3328610958720130607,33.283,-109.546
NM3288810780920130607,32.989,-107.835
WA4606511698720130608,46.081,-117.011
NV3964811658420130609,39.648,-116.594
CA3400311682420130609,34.024,-116.801
OR4332911796620130610,43.344,-117.938
OR4328611798320130610,43.279,-117.949
NM3591110572720130610,35.899,-105.679
CO3901210474920130611,39.044,-104.693
CO3845410535020130611,38.46,-105.313
ID4234911551120130612,42.335,-115.54
NM3635110502720130613,36.34,-105.024
CA3755011992320130616,37.544,-119.873
AZ3339910989520130616,33.397,-109.834
OK3636009626020140227,36.362,-96.268
NC3458007765020140410,34.597,-77.645
OK3637009642020140410,36.355,-96.423
OK3688009628020140410,36.894,-96.244
OK3636009629020140410,36.35,-96.316
NV4159711824220120819,41.591,-118.288
OR4598611692820120820,45.905,-116.899
MT4573310834120120820,45.718,-108.351
MN4884109637120120821,48.843,-96.278
MT4695511193420120821,46.949,-111.923
ID4663111491320120822,46.625,-114.91
MT4709411280520120822,47.105,-112.788
MO3953709386720120823,39.542,-93.861
MT4580611458020120823,45.788,-114.564
MO3750809346120120823,37.526,-93.468
MT4806710826720120824,48.008,-108.19
ND4645110388720120824,46.423,-103.85
ND4592010137420120824,45.946,-101.4
SD4568010162220120824,45.673,-101.622
MT4649610820920120824,46.412,-108.135
WY4392511021120120824,43.929,-110.119
ID4629311515620120825,46.281,-115.155
MT4805510588720120825,48.063,-105.824
ID4426411200420120825,44.281,-111.989
ID4559711556320120827,45.634,-115.487
OR4475912103520120828,44.753,-121.014
MT4700310829520120828,46.985,-108.29
NE4278010360120120828,42.785,-103.584
WY4469910645820120828,44.713,-106.474
OR4417011876620120828,44.208,-118.747
OR4297111722420120828,43.033,-117.145
AZ3459511259620130618,34.632,-112.567
CO3745910490420130619,37.428,-104.877
CO3975310887720130619,39.768,-108.861
TX3231010029020140306,32.304,-100.261
MS3113008908020140313,31.12,-89.102
OK3619009673020140313,36.2,-96.735
MT4540011110320120828,45.426,-111.061
MT4583811234320120828,45.863,-112.319
MT4528210956620120828,45.302,-109.555
MT4716311386320120829,47.15,-113.83
NE4282410260920120829,42.989,-102.678
NE4262410325320120829,42.686,-103.174
ID4228011353320120829,42.284,-113.555
MT4549611056620120829,45.506,-110.512
MT4622811430720120830,46.221,-114.275
WA4654312057520120831,46.525,-120.562
ID4261611436020120831,42.628,-114.341
CA3423811772220120902,34.261,-117.79
CA3893112233020120904,39.01,-122.305
SD4392110402520120904,43.904,-104.025
WA4576012151620120905,45.766,-121.507
CA4054612309020120905,40.541,-123.107
CA4109112047320120905,41.151,-120.462
ID4553411629920120906,45.565,-116.198
CA3910812308720120907,39.145,-123.045
OK3662609647520120907,36.608,-96.469
OK3645609685720120907,36.421,-96.87
WA4796812059020120908,47.972,-120.582
WA4797012073420120908,47.967,-120.746
WA4805112058820120908,48.044,-120.581
WA4788612026820120908,47.895,-120.259
WA4774112024520120908,47.771,-120.215
WA4807111935120120908,48.065,-119.357
WA4791211911620120908,48.014,-119.209
AZ3422811279120130628,34.243,-112.776
AL3456308766220140314,34.561,-87.669
TN3530808422120140314,35.304,-84.219
WA4724812058320120908,47.289,-120.531
WA4745512051520120908,47.459,-120.524
WA4755412085220120908,47.536,-120.826
WA4817812013520120908,48.168,-120.165
WA4668812104420120908,46.684,-121.037
WY4339911075720120908,43.435,-110.737
NE4280109849920120908,42.798,-98.509
WA4744512044220120908,47.427,-120.404
WA4816512002120120909,48.229,-119.984
WA4612512155020120909,46.147,-121.543
OR4417812169920120909,44.178,-121.675
ID4678411523520120909,46.821,-115.241
ID4690111556720120909,46.891,-115.573
WY4271110631220120909,42.734,-106.238
ID4509211653520120909,45.144,-116.497
WA4750911873120120909,47.553,-118.574
MT4780011318420120909,47.794,-113.158
ID4616011488520120910,46.159,-114.868
MT4516510588320120910,45.178,-105.836
UT4081311247520120910,40.813,-112.487
MT4617911126920120910,46.15,-111.26
MT4838410541520120911,48.353,-105.338
MT4583610457120120914,45.811,-104.552
MT4832310864920120914,48.281,-108.571
WA4803111998320120916,48.018,-119.974
OR4481312113820120916,44.809,-121.137
ID4238111461920130629,42.391,-114.61
NV3907111617420130629,39.072,-116.222
UT4003811267220130629,39.983,-112.696
AZ3511911386220130629,35.136,-113.86
OR4380411811620130630,43.809,-118.124
NV4034411693620130630,40.351,-116.939
ID4282711470820130701,42.814,-114.736
ID4304611403620130701,43.012,-114.067
NV4108911799220130701,41.139,-118.02
OR4271811775920130701,42.701,-117.743
OR4293711764020130701,42.913,-117.642
OR4361211717120130701,43.632,-117.183
NV3992012001620130701,39.926,-119.968
NV3883111416720130701,38.838,-114.182
ID4210911463320130701,42.095,-114.63
NV4003011445220130701,40.019,-114.48
NV3620411570220130701,36.233,-115.606
AZ3596311382420130701,35.957,-113.875
UT3858711284620130628,38.582,-112.841
OK3679009601020140319,36.808,-96.008
TX3608010012020140320,35.991,-100.023
OK3503009619020140320,35.044,-96.207
KS3949009662020140320,39.525,-96.592
KS3901009668020140320,39.027,-96.66
CA3749712017520120612,37.51,-120.151
ID4329111645520120613,43.243,-116.429
AZ3415011088320120614,34.186,-110.854
NV3921011921620120614,39.219,-119.182
UT4035511230820120615,40.333,-112.323
AZ3223411047320120616,32.204,-110.466
CA3385711693820120616,33.848,-116.959
CA3776911967520120616,37.777,-119.675
CO3894510543620120617,38.947,-105.427
WY4249510588020120617,42.52,-105.832
CA3271011638520120617,32.693,-116.367
NE4273610372920120617,42.746,-103.713
AR3469409366920120619,34.695,-93.679
UT3873911203320120619,38.729,-112.019
MT4549310682620120916,45.475,-106.832
UT3993311287720120917,39.928,-112.876
OR4532611750420120918,45.328,-117.509
ND4759010267420120919,47.563,-102.641
ND4597810086820120921,45.947,-100.846
WY4499610614320120921,44.964,-106.132
NV3882911962720120921,38.828,-119.597
MT4544010660720120922,45.45,-106.608
MT4637110844020120922,46.383,-108.481
CA3264811636520120923,32.618,-116.335
LA3104409290120120925,31.05,-92.905
WY4447210897120120928,44.452,-108.977
MN4851709658020120930,48.55,-96.537
WY4473710543920120930,44.728,-105.443
UT3804711310020121001,38.055,-113.077
MN4819909633520121002,48.226,-96.328
WA4837011945020121002,48.318,-119.392
ID4255211309020121004,42.521,-113.061
ID4321011580820121008,43.194,-115.766
CO4036110556320121009,40.358,-105.666
CO3741010757920121016,37.418,-107.583
OR4296111781820130702,42.978,-117.813
NV4075811799020130702,40.778,-117.986
AZ3641611351820130702,36.419,-113.496
UT3816611289120130702,38.119,-112.892
ID4303611492420130703,43.003,-114.945
ID4379911505820130703,43.798,-115.038
WA4801012024820130704,48.005,-120.223
NV3887811956120130704,38.933,-119.483
NV3886411540020130705,38.878,-115.402
NV3721611485020130705,37.18,-114.84
CA3305611654820130706,32.928,-116.458
AZ3163711164220130707,31.635,-111.636
ID4520011474120130708,45.168,-114.743
UT4182011233920130708,41.811,-112.32
ID4540311621420130712,45.416,-116.21
MT4721411494320130714,47.23,-114.922
ID4626611489220130714,46.255,-114.897
ID4562711506620130714,45.623,-115.019
WA4833111962320130715,48.32,-119.648
ID4376811602520130715,43.759,-115.963
CA3370511672620130715,33.734,-116.635
ID4315411662120130716,43.148,-116.646
UT4033111194320120621,40.309,-111.951
CO3726810830320120622,37.299,-108.261
UT3935311249120120622,39.414,-112.419
CO3888410493320120623,38.928,-104.939
UT3960611158520120623,39.727,-111.542
UT3721911338520120623,37.22,-113.363
WY4243611062020120624,42.533,-110.52
UT3986511069320120624,39.897,-110.663
MT4566811195120120624,45.692,-111.981
CO3974110359220120625,39.78,-103.615
WY4444010643420120625,44.499,-106.456
MT4566910646920120625,45.648,-106.137
MT4561311155520120625,45.62,-111.58
MT4665811205820120625,46.674,-112.066
VA3888007833420120625,38.878,-78.342
WY4383510733620120626,43.84,-107.291
NV3945911583320120626,39.481,-115.847
UT3949911117520120626,39.572,-111.119
MT4627910866620120626,46.277,-108.561
MT4641710791720120626,46.429,-107.93
MT4544410856620120626,45.44,-108.553
VA3870107836520120626,38.694,-78.371
WY4220110549020120627,42.214,-105.406
SD4303910090420121017,42.993,-100.84
ID4225911218820121020,42.244,-112.199
CO3817710507320121023,38.216,-105.065
WV3723708170220121024,37.237,-81.7
ID4623111474920121026,46.242,-114.737
OR4326611737920121031,43.289,-117.39
TX2956809450520121105,29.584,-94.512
WV3793508223420121111,37.93,-82.214
VA3743408041920121111,37.435,-80.43
KY3682908374320121112,36.83,-83.739
OK3463909563620130218,34.667,-95.637
LA3148409309620130228,31.484,-93.097
LA3149809304220130228,31.486,-93.043
LA3151009301520130228,31.509,-93.008
AR3597409294920140324,35.947,-92.948
AL3432608815220140325,34.324,-88.151
WY4228410519420120627,42.287,-105.171
AZ3572811381120120627,35.798,-113.756
CO3923610838820120627,39.254,-108.323
UT3932911237920120627,39.431,-112.258
UT3747711323320120627,37.513,-113.217
UT4051911005120120627,40.552,-110.034
MO3767109103320120628,37.674,-91.017
AZ3256410986820120628,32.546,-109.839
ID4229911193320120628,42.286,-111.94
NM3216910466220120629,32.154,-104.654
SD4338710375420120629,43.411,-103.796
WY4389710429420120629,43.993,-104.3
AZ3471811113020120629,34.734,-111.098
MT4552910724820120629,45.506,-107.229
UT3977510922020120629,39.728,-109.148
NV4073011732120120629,40.741,-117.321
WY4112010606920120630,41.154,-106.057
NE4179710028320120630,41.81,-100.301
NV3872111500020120630,38.759,-114.953
ID4348011692420120630,43.456,-116.907
MT4597310707620120701,45.914,-106.995
UT3743511264420120702,37.456,-112.587
WY4433910456820120702,44.366,-104.597
NV3927511478820120702,39.301,-114.775
WY4388011002420120702,43.874,-109.953
TN3638308314420121115,36.38,-83.163
WV3792508160520121117,37.931,-81.598
TN3627608440020121121,36.236,-84.433
GA3460808421420121124,34.618,-84.209
KY3707708282720121125,37.067,-82.836
AR3438009399420121127,34.372,-93.98
KY3733308341720121201,37.337,-83.423
VA3725708234420121201,37.261,-82.35
KS3919609684020121205,39.238,-96.835
MT4538010785920130108,45.389,-107.855
FL2845808085120130112,28.458,-80.851
TX3332410108120190809,33.299,-101.095
MT4755710800420190810,47.551,-108.006
ID4382511202020190811,43.864,-111.965
MT4747210794120190812,47.466,-107.938
OR4494912090120190812,44.936,-120.879
NV3974911820520190813,39.744,-118.207
ID4345211594520190815,43.433,-115.941
MT4520210650820190815,45.211,-106.533
MT4601411227720190816,46.015,-112.264
TX3413209976620190816,34.179,-99.773
WY4285410970420190817,42.856,-109.674
TX3403010042120190817,34.067,-100.375
TX3362710093720190817,33.612,-100.94
CA3546511854420200803,35.454,-118.479
AZ3255211019320200816,32.544,-110.185
AZ3429411181120200713,34.301,-111.803
CA3801812283920200818,38.024,-122.825
CO4069910400320190319,40.676,-103.994
OK3631909643720190319,36.327,-96.424
OK3459409703520190319,34.593,-97.029
CA3566212040420190612,35.677,-120.373
WA4674812022720190617,46.756,-120.212
UT3828311251320190618,38.289,-112.498
NM3362410524420190619,33.636,-105.255
AZ3309811135620200529,33.111,-111.345
AZ3252911103520200606,32.532,-111.047
MT4501410633520200714,45.005,-106.319
MT4504710573520200722,45.086,-105.759
WY4446910642920200723,44.453,-106.421
AZ3304411105620200630,33.046,-111.052
WY4466210575120200903,44.624,-105.734
NM3366710562920200804,33.662,-105.634
CA3983312003820200802,39.852,-119.987
OR4538011911420200908,45.352,-119.151
NV3712011647620200727,37.104,-116.499
NV3660711406220200922,36.617,-114.067
NV3701011608020200727,37.025,-116.159
NV3833511422820200626,38.364,-114.209
UT3932711339120200719,39.312,-113.388
AZ3342911052420200815,33.444,-110.519
AZ3354411042020200801,33.546,-110.384
CA3851511946520201117,38.563,-119.386
AZ3374210970920200818,33.738,-109.713
CA3644612168220200818,36.421,-121.652
CA3606611745820200728,36.022,-117.458
MT4730311448320200727,47.303,-114.448
ID4794211650820200908,47.943,-116.512
WA4799112069920200731,48.001,-120.698
CA4054112256820200927,40.422,-122.62
WA4884011957620200818,48.871,-119.581
SC3323807959620190319,33.238,-79.592
WA4671511999020190620,46.732,-119.998
CO3772010868220190620,37.756,-108.676
AZ3423111210020190621,34.243,-112.09
CO3905010893820200605,39.045,-108.951
UT3869911350520200824,38.682,-113.494
UT4078711251920200530,40.846,-112.505
UT3991911201920200605,39.935,-112.004
UT3979911153620200731,39.809,-111.526
NV4003211441020200806,40.04,-114.399
WA4592711962520200907,45.89,-119.693
OR4475511980220200819,44.742,-119.789
UT4102211143920201017,41.017,-111.449
NV4006111441520200821,40.048,-114.446
NV4110111706220200727,41.117,-117.054
ID4229611529420200814,42.244,-115.268
AZ3382911069020200823,33.819,-110.676
ID4298311481320200606,42.987,-114.798
ID4295011487620200703,42.943,-114.864
AZ3398111118420200825,33.969,-111.173
OK3671910126720190819,36.702,-101.264
TX3136410087820190820,31.357,-100.883
TX3116710021720190820,31.219,-100.275
TX3402609987020190820,34.098,-99.905
TX2820709700120190820,28.209,-97.004
AZ3225211006920190821,32.252,-110.066
UT4008611185120190821,40.076,-111.832
AZ3213311040720190822,32.136,-110.407
UT3843711263320190822,38.456,-112.629
NV3721011487220190823,37.219,-114.908
NE4166810220320190321,41.712,-102.245
